t,axis,s,p_dibem,p_exact,error
4.500000000000e-01,x,-1.173333333333e+00,-1.018671826677e-08,4.548713625259e-08,-5.567385451937e-08
4.500000000000e-01,x,-1.160000000000e+00,-1.718516320904e-08,5.653762211822e-08,-7.372278532726e-08
4.500000000000e-01,x,-1.146666666667e+00,-2.714805364984e-08,6.607855978533e-08,-9.322661343517e-08
4.500000000000e-01,x,-1.133333333333e+00,-4.095051862189e-08,7.360416701934e-08,-1.145546856412e-07
4.500000000000e-01,x,-1.120000000000e+00,-5.903698337734e-08,7.862599188942e-08,-1.376629752668e-07
4.500000000000e-01,x,-1.106666666667e+00,-8.152037721034e-08,8.067515481629e-08,-1.621955320266e-07
4.500000000000e-01,x,-1.093333333333e+00,-1.082668982921e-07,7.931617868014e-08,-1.875830769723e-07
4.500000000000e-01,x,-1.080000000000e+00,-1.385781192861e-07,7.417266907225e-08,-2.127507883584e-07
4.500000000000e-01,x,-1.066666666667e+00,-1.701623931732e-07,6.496256131486e-08,-2.351249544880e-07
4.500000000000e-01,x,-1.053333333333e+00,-1.964989031280e-07,5.153827688850e-08,-2.480371800165e-07
4.500000000000e-01,x,-1.040000000000e+00,-2.081959155268e-07,3.392531035948e-08,-2.421212258863e-07
4.500000000000e-01,x,-1.026666666667e+00,-1.929713507318e-07,1.235178273469e-08,-2.053231334664e-07
4.500000000000e-01,x,-1.013333333333e+00,-1.345577174111e-07,-1.273860039483e-08,-1.218191170162e-07
4.500000000000e-01,x,-1.000000000000e+00,-6.109470058572e-09,-4.069734157806e-08,3.458787151949e-08
4.500000000000e-01,x,-9.866666666667e-01,2.375132215675e-07,-7.071310089793e-08,3.082263224654e-07
4.500000000000e-01,x,-9.733333333333e-01,6.486498422979e-07,-1.018956121633e-07,7.505454544612e-07
4.500000000000e-01,x,-9.600000000000e-01,1.284749051306e-06,-1.334236742113e-07,1.418172725517e-06
4.500000000000e-01,x,-9.466666666667e-01,2.208473260102e-06,-1.648068087175e-07,2.373280068819e-06
4.500000000000e-01,x,-9.333333333333e-01,3.510569660834e-06,-1.963672507622e-07,3.706936911597e-06
4.500000000000e-01,x,-9.200000000000e-01,5.308544412869e-06,-2.301554578416e-07,5.538699870711e-06
4.500000000000e-01,x,-9.066666666667e-01,7.705436860646e-06,-2.716946681053e-07,7.977131528751e-06
4.500000000000e-01,x,-8.933333333333e-01,1.077264243221e-05,-3.332386927663e-07,1.110588112498e-05
4.500000000000e-01,x,-8.800000000000e-01,1.453356872860e-05,-4.396508019809e-07,1.497321953058e-05
4.500000000000e-01,x,-8.666666666667e-01,1.897301496957e-05,-6.385883935959e-07,1.961160336317e-05
4.500000000000e-01,x,-8.533333333333e-01,2.398190583239e-05,-1.017406656055e-06,2.499931248845e-05
4.500000000000e-01,x,-8.400000000000e-01,2.927564606211e-05,-1.730048763211e-06,3.100569482532e-05
4.500000000000e-01,x,-8.266666666667e-01,3.432363554311e-05,-3.038122587570e-06,3.736175813068e-05
4.500000000000e-01,x,-8.133333333333e-01,3.823965521036e-05,-5.371312555211e-06,4.361096776557e-05
4.500000000000e-01,x,-8.000000000000e-01,3.957091011823e-05,-9.413164690863e-06,4.898407480909e-05
4.500000000000e-01,x,-7.866666666667e-01,3.628942972519e-05,-1.621899981144e-05,5.250842953663e-05
4.500000000000e-01,x,-7.733333333333e-01,2.571415244479e-05,-2.737303930302e-05,5.308719174781e-05
4.500000000000e-01,x,-7.600000000000e-01,4.363168571532e-06,-4.519135749436e-05,4.955452606590e-05
4.500000000000e-01,x,-7.466666666667e-01,-3.248262457656e-05,-7.297530642160e-05,4.049268184504e-05
4.500000000000e-01,x,-7.333333333333e-01,-9.136215161160e-05,-1.153155976480e-04,2.395344603641e-05
4.500000000000e-01,x,-7.200000000000e-01,-1.800605060564e-04,-1.784391122729e-04,-1.621393783498e-06
4.500000000000e-01,x,-7.066666666667e-01,-3.075203092782e-04,-2.705777280539e-04,-3.694258122429e-05
4.500000000000e-01,x,-6.933333333333e-01,-4.838687877693e-04,-4.023205753475e-04,-8.154821242181e-05
4.500000000000e-01,x,-6.800000000000e-01,-7.210701935319e-04,-5.868888131624e-04,-1.341813803695e-04
4.500000000000e-01,x,-6.666666666667e-01,-1.032957427240e-03,-8.402473868854e-04,-1.927100403548e-04
4.500000000000e-01,x,-6.533333333333e-01,-1.433845095456e-03,-1.180945113550e-03,-2.528999819061e-04
4.500000000000e-01,x,-6.400000000000e-01,-1.937823128755e-03,-1.629558284661e-03,-3.082648440942e-04
4.500000000000e-01,x,-6.266666666667e-01,-2.557904343310e-03,-2.207610453196e-03,-3.502938901144e-04
4.500000000000e-01,x,-6.133333333333e-01,-3.304176078066e-03,-2.935859304950e-03,-3.683167731153e-04
4.500000000000e-01,x,-6.000000000000e-01,-4.182963104298e-03,-3.831886881350e-03,-3.510762229478e-04
4.500000000000e-01,x,-5.866666666667e-01,-5.196180423813e-03,-4.907005933491e-03,-2.891744903223e-04
4.500000000000e-01,x,-5.733333333333e-01,-6.339706823178e-03,-6.162602596205e-03,-1.771042269726e-04
4.500000000000e-01,x,-5.600000000000e-01,-7.600413845216e-03,-7.586167515657e-03,-1.424632955940e-05
