t,x,p_dibem,p_exact,error
8.000000000000e-01,-1.451612903226e+00,4.569479838470e-10,-3.935208658463e-12,4.608831925055e-10
8.000000000000e-01,-1.354838709677e+00,-5.450920650125e-09,-3.935613392012e-12,-5.446985036733e-09
8.000000000000e-01,-1.258064516129e+00,2.444297497159e-08,-3.935993403609e-12,2.444691096499e-08
8.000000000000e-01,-1.161290322581e+00,1.323037169749e-07,-3.936358052488e-12,1.323076533330e-07
8.000000000000e-01,-1.064516129032e+00,-2.428376000900e-06,-4.000753149561e-12,-2.428372000147e-06
8.000000000000e-01,-9.677419354839e-01,7.557893258206e-06,-1.100293583582e-09,7.558993551789e-06
8.000000000000e-01,-8.709677419355e-01,9.857248197838e-05,-1.371546319767e-06,9.994402829815e-05
8.000000000000e-01,-7.741935483871e-01,-6.829948577170e-04,-2.299314175061e-04,-4.530634402109e-04
8.000000000000e-01,-6.774193548387e-01,-5.932004711630e-03,-5.802969668075e-03,-1.290350435546e-04
8.000000000000e-01,-5.806451612903e-01,-8.998280610301e-03,-1.288371311981e-02,3.885432509511e-03
8.000000000000e-01,-4.838709677419e-01,1.350170575615e-02,2.505085903841e-02,-1.154915328226e-02
8.000000000000e-01,-3.870967741935e-01,2.241326503079e-02,5.305183721635e-03,1.710808130915e-02
8.000000000000e-01,-2.903225806452e-01,-1.883413921983e-02,-6.555134490243e-03,-1.227900472958e-02
8.000000000000e-01,-1.935483870968e-01,-1.099910910842e-03,-2.669010395398e-03,1.569099484556e-03
8.000000000000e-01,-9.677419354839e-02,-1.763766746265e-02,-1.542417732540e-03,-1.609524973011e-02
8.000000000000e-01,7.285838599103e-17,2.711680514937e-03,-1.325813449681e-03,4.037493964618e-03
8.000000000000e-01,9.677419354839e-02,-1.763766784063e-02,-1.542417732540e-03,-1.609525010809e-02
8.000000000000e-01,1.935483870968e-01,-1.099911011398e-03,-2.669010395398e-03,1.569099384000e-03
8.000000000000e-01,2.903225806452e-01,-1.883413916568e-02,-6.555134490243e-03,-1.227900467544e-02
8.000000000000e-01,3.870967741935e-01,2.241326500426e-02,5.305183721635e-03,1.710808128263e-02
8.000000000000e-01,4.838709677419e-01,1.350170563941e-02,2.505085903841e-02,-1.154915339900e-02
8.000000000000e-01,5.806451612903e-01,-8.998280607284e-03,-1.288371311981e-02,3.885432512528e-03
8.000000000000e-01,6.774193548387e-01,-5.932004693549e-03,-5.802969668075e-03,-1.290350254735e-04
8.000000000000e-01,7.741935483871e-01,-6.829948565454e-04,-2.299314175061e-04,-4.530634390393e-04
8.000000000000e-01,8.709677419355e-01,9.857248073225e-05,-1.371546319767e-06,9.994402705202e-05
8.000000000000e-01,9.677419354839e-01,7.557893249911e-06,-1.100293583582e-09,7.558993543495e-06
8.000000000000e-01,1.064516129032e+00,-2.428375951678e-06,-4.000755018022e-12,-2.428371950923e-06
8.000000000000e-01,1.161290322581e+00,1.323036714091e-07,-3.936357635419e-12,1.323076077668e-07
8.000000000000e-01,1.258064516129e+00,2.444304691428e-08,-3.935993403609e-12,2.444698290769e-08
8.000000000000e-01,1.354838709677e+00,-5.450915131699e-09,-3.935613392012e-12,-5.446979518307e-09
8.000000000000e-01,1.451612903226e+00,4.569224616601e-10,-3.935208658463e-12,4.608576703186e-10
1.600000000000e+00,-1.451612903226e+00,-5.900105688833e-03,-6.475703067563e-03,5.755973787299e-04
1.600000000000e+00,-1.354838709677e+00,-3.088257787329e-03,-3.600888788339e-03,5.126310010100e-04
1.600000000000e+00,-1.258064516129e+00,8.850273011755e-03,1.638134226207e-02,-7.531069250310e-03
1.600000000000e+00,-1.161290322581e+00,1.039790713600e-02,-1.041006971536e-03,1.143891410754e-02
1.600000000000e+00,-1.064516129032e+00,-7.841571491332e-03,-2.552705246307e-03,-5.288866245025e-03
1.600000000000e+00,-9.677419354839e-01,-4.854851125123e-03,-8.448399068502e-04,-4.010011218273e-03
1.600000000000e+00,-8.709677419355e-01,7.471695409583e-03,-4.093846460293e-04,7.881080055612e-03
1.600000000000e+00,-7.741935483871e-01,-6.379880862359e-03,-2.503953941482e-04,-6.129485468210e-03
1.600000000000e+00,-6.774193548387e-01,1.765827074086e-03,-1.732239982787e-04,1.939051072365e-03
1.600000000000e+00,-5.806451612903e-01,2.037561786138e-03,-1.302247204364e-04,2.167786506574e-03
1.600000000000e+00,-4.838709677419e-01,-3.155440400047e-03,-1.042475621830e-04,-3.051192837864e-03
1.600000000000e+00,-3.870967741935e-01,1.454526576558e-03,-8.782337531139e-05,1.542349951869e-03
1.600000000000e+00,-2.903225806452e-01,-1.080238773239e-02,-7.729805273722e-05,-1.072508967966e-02
1.600000000000e+00,-1.935483870968e-01,1.348384024311e-02,-7.075426884780e-05,1.355459451196e-02
1.600000000000e+00,-9.677419354839e-02,-2.790340086907e-03,-6.716494940988e-05,-2.723175137497e-03
1.600000000000e+00,7.285838599103e-17,1.358164259661e-02,-6.602009162250e-05,1.364766268824e-02
1.600000000000e+00,9.677419354839e-02,-2.790340386594e-03,-6.716494940988e-05,-2.723175437184e-03
1.600000000000e+00,1.935483870968e-01,1.348384006206e-02,-7.075426884780e-05,1.355459433091e-02
1.600000000000e+00,2.903225806452e-01,-1.080238772688e-02,-7.729805273722e-05,-1.072508967414e-02
1.600000000000e+00,3.870967741935e-01,1.454526347868e-03,-8.782337531139e-05,1.542349723179e-03
1.600000000000e+00,4.838709677419e-01,-3.155440641948e-03,-1.042475621830e-04,-3.051193079765e-03
1.600000000000e+00,5.806451612903e-01,2.037561634884e-03,-1.302247204364e-04,2.167786355321e-03
1.600000000000e+00,6.774193548387e-01,1.765826888568e-03,-1.732239982787e-04,1.939050886847e-03
1.600000000000e+00,7.741935483871e-01,-6.379880930078e-03,-2.503953941482e-04,-6.129485535930e-03
1.600000000000e+00,8.709677419355e-01,7.471695395887e-03,-4.093846460293e-04,7.881080041916e-03
1.600000000000e+00,9.677419354839e-01,-4.854851134863e-03,-8.448399068502e-04,-4.010011228013e-03
1.600000000000e+00,1.064516129032e+00,-7.841571451298e-03,-2.552705246307e-03,-5.288866204991e-03
