t,x,p_dibem,p_exact,error
8.000000000000e-01,-1.400000000000e+00,-8.447821564597e-06,-3.935429271516e-12,-8.447817629167e-06
8.000000000000e-01,-1.200000000000e+00,7.577937808120e-06,-3.936218802623e-12,7.577941744339e-06
8.000000000000e-01,-1.000000000000e+00,4.042214831824e-04,-6.287966597172e-11,4.042215460621e-04
8.000000000000e-01,-8.000000000000e-01,-3.664934403994e-03,-7.030580413020e-05,-3.594628599864e-03
8.000000000000e-01,-6.000000000000e-01,-9.529972214627e-03,-1.477166462121e-02,5.241692406580e-03
8.000000000000e-01,-4.000000000000e-01,3.291794522030e-02,1.007407872825e-02,2.284386649205e-02
8.000000000000e-01,-2.000000000000e-01,-3.791356902174e-02,-2.823873113805e-03,-3.508969590793e-02
8.000000000000e-01,7.632783294298e-17,-2.425797381412e-02,-1.325813449681e-03,-2.293216036444e-02
8.000000000000e-01,2.000000000000e-01,-3.791356902882e-02,-2.823873113805e-03,-3.508969591502e-02
8.000000000000e-01,4.000000000000e-01,3.291794522016e-02,1.007407872825e-02,2.284386649191e-02
8.000000000000e-01,6.000000000000e-01,-9.529972214157e-03,-1.477166462121e-02,5.241692407050e-03
8.000000000000e-01,8.000000000000e-01,-3.664934403797e-03,-7.030580413020e-05,-3.594628599667e-03
8.000000000000e-01,1.000000000000e+00,4.042214831938e-04,-6.287966597172e-11,4.042215460734e-04
8.000000000000e-01,1.200000000000e+00,7.577937815361e-06,-3.936218802623e-12,7.577941751580e-06
8.000000000000e-01,1.400000000000e+00,-8.447821563253e-06,-3.935429271516e-12,-8.447817627824e-06
1.600000000000e+00,-1.400000000000e+00,-6.299091728490e-03,-9.752065417123e-03,3.452973688633e-03
1.600000000000e+00,-1.200000000000e+00,9.099471155155e-03,5.952317371760e-03,3.147153783395e-03
1.600000000000e+00,-1.000000000000e+00,5.365359790951e-03,-1.182816301179e-03,6.548176092130e-03
1.600000000000e+00,-8.000000000000e-01,-1.456689821722e-02,-2.813533048028e-04,-1.428554491242e-02
1.600000000000e+00,-6.000000000000e-01,7.366895500732e-03,-1.371137370091e-04,7.504009237741e-03
1.600000000000e+00,-4.000000000000e-01,4.917206055926e-03,-8.961573982450e-05,5.006821795751e-03
1.600000000000e+00,-2.000000000000e-01,1.969840513461e-02,-7.109053498582e-05,1.976949566960e-02
1.600000000000e+00,7.632783294298e-17,-2.778077808451e-02,-6.602009162250e-05,-2.771475799289e-02
1.600000000000e+00,2.000000000000e-01,1.969840513971e-02,-7.109053498582e-05,1.976949567470e-02
1.600000000000e+00,4.000000000000e-01,4.917206061701e-03,-8.961573982450e-05,5.006821801525e-03
1.600000000000e+00,6.000000000000e-01,7.366895497830e-03,-1.371137370091e-04,7.504009234839e-03
1.600000000000e+00,8.000000000000e-01,-1.456689821738e-02,-2.813533048028e-04,-1.428554491258e-02
1.600000000000e+00,1.000000000000e+00,5.365359792704e-03,-1.182816301179e-03,6.548176093883e-03
1.600000000000e+00,1.200000000000e+00,9.099471156777e-03,5.952317371760e-03,3.147153785016e-03
1.600000000000e+00,1.400000000000e+00,-6.299091728787e-03,-9.752065417123e-03,3.452973688336e-03
2.200000000000e+00,-1.400000000000e+00,-3.097328116798e-03,-2.078266281688e-04,-2.889501488629e-03
2.200000000000e+00,-1.200000000000e+00,8.506528198679e-03,-9.341126645176e-05,8.599939465131e-03
2.200000000000e+00,-1.000000000000e+00,-1.288181259296e-03,-5.470588121337e-05,-1.233475378083e-03
2.200000000000e+00,-8.000000000000e-01,-1.119562619530e-02,-3.748153379708e-05,-1.115814466150e-02
2.200000000000e+00,-6.000000000000e-01,1.943934861753e-02,-2.869542565052e-05,1.946804404318e-02
2.200000000000e+00,-4.000000000000e-01,-5.626980935586e-03,-2.398784408618e-05,-5.602993091500e-03
2.200000000000e+00,-2.000000000000e-01,-1.422953905358e-02,-2.162912887562e-05,-1.420790992471e-02
2.200000000000e+00,7.632783294298e-17,-3.571092187597e-03,-2.090843333109e-05,-3.550183754266e-03
2.200000000000e+00,2.000000000000e-01,-1.422953906446e-02,-2.162912887563e-05,-1.420790993558e-02
2.200000000000e+00,4.000000000000e-01,-5.626980936440e-03,-2.398784408618e-05,-5.602993092354e-03
2.200000000000e+00,6.000000000000e-01,1.943934862214e-02,-2.869542565052e-05,1.946804404779e-02
2.200000000000e+00,8.000000000000e-01,-1.119562619538e-02,-3.748153379708e-05,-1.115814466158e-02
2.200000000000e+00,1.000000000000e+00,-1.288181256007e-03,-5.470588121337e-05,-1.233475374794e-03
2.200000000000e+00,1.200000000000e+00,8.506528203597e-03,-9.341126645176e-05,8.599939470049e-03
2.200000000000e+00,1.400000000000e+00,-3.097328119426e-03,-2.078266281688e-04,-2.889501491257e-03
3.300000000000e+00,-1.400000000000e+00,-2.711684129699e-03,-1.087959836797e-05,-2.700804531331e-03
3.300000000000e+00,-1.200000000000e+00,-8.821850175907e-03,-8.847989189878e-06,-8.813002186718e-03
3.300000000000e+00,-1.000000000000e+00,-3.119724658703e-04,-7.495834873097e-06,-3.044766309972e-04
3.300000000000e+00,-8.000000000000e-01,8.613344590344e-03,-6.580308603177e-06,8.619924898947e-03
3.300000000000e+00,-6.000000000000e-01,-1.815822288478e-02,-5.964412057965e-06,-1.815225847272e-02
3.300000000000e+00,-4.000000000000e-01,-1.194251557253e-02,-5.568508755202e-06,-1.193694706377e-02
3.300000000000e+00,-2.000000000000e-01,5.969616486941e-03,-5.346753580826e-06,5.974963240522e-03
3.300000000000e+00,7.632783294298e-17,-1.435839486224e-02,-5.275302351308e-06,-1.435311955989e-02
3.300000000000e+00,2.000000000000e-01,5.969616478032e-03,-5.346753580826e-06,5.974963231613e-03
3.300000000000e+00,4.000000000000e-01,-1.194251556597e-02,-5.568508755202e-06,-1.193694705721e-02
3.300000000000e+00,6.000000000000e-01,-1.815822289223e-02,-5.964412057966e-06,-1.815225848017e-02
3.300000000000e+00,8.000000000000e-01,8.613344579616e-03,-6.580308603177e-06,8.619924888219e-03
3.300000000000e+00,1.000000000000e+00,-3.119724659115e-04,-7.495834873097e-06,-3.044766310384e-04
3.300000000000e+00,1.200000000000e+00,-8.821850166634e-03,-8.847989189878e-06,-8.813002177444e-03
3.300000000000e+00,1.400000000000e+00,-2.711684150305e-03,-1.087959836797e-05,-2.700804551937e-03
4.000000000000e+00,-1.400000000000e+00,1.341589938883e-02,-4.437025581622e-06,1.342033641441e-02
4.000000000000e+00,-1.200000000000e+00,1.627533640115e-02,-3.907062776887e-06,1.627924346393e-02
4.000000000000e+00,-1.000000000000e+00,-1.897219190003e-02,-3.520109068264e-06,-1.896867179097e-02
4.000000000000e+00,-8.000000000000e-01,-1.415638011277e-02,-3.238976372948e-06,-1.415314113640e-02
4.000000000000e+00,-6.000000000000e-01,-9.431175811040e-03,-3.039647824309e-06,-9.428136163215e-03
4.000000000000e+00,-4.000000000000e-01,-7.026630943420e-03,-2.906635545871e-06,-7.023724307874e-03
4.000000000000e+00,-2.000000000000e-01,-2.389052044234e-03,-2.830319236101e-06,-2.386221724998e-03
4.000000000000e+00,7.632783294298e-17,-1.107073267399e-02,-2.805438483398e-06,-1.106792723551e-02
4.000000000000e+00,2.000000000000e-01,-2.389052035317e-03,-2.830319236100e-06,-2.386221716081e-03
4.000000000000e+00,4.000000000000e-01,-7.026630937148e-03,-2.906635545871e-06,-7.023724301602e-03
4.000000000000e+00,6.000000000000e-01,-9.431175801555e-03,-3.039647824309e-06,-9.428136153731e-03
4.000000000000e+00,8.000000000000e-01,-1.415638012306e-02,-3.238976372948e-06,-1.415314114669e-02
4.000000000000e+00,1.000000000000e+00,-1.897219189210e-02,-3.520109068264e-06,-1.896867178303e-02
4.000000000000e+00,1.200000000000e+00,1.627533640495e-02,-3.907062776887e-06,1.627924346773e-02
4.000000000000e+00,1.400000000000e+00,1.341589938233e-02,-4.437025581622e-06,1.342033640791e-02
