t,p_dibem_0_4_0_0_,p_exact_0_4_0_0_,error_0_4_0_0_,p_dibem_0_7_0_0_,p_exact_0_7_0_0_,error_0_7_0_0_,p_dibem_0_5_0_5_,p_exact_0_5_0_5_,error_0_5_0_5_
1.000000000000e-01,1.770604466568e-07,3.090852505474e-10,1.767513614062e-07,-1.490636382297e-08,3.090929424129e-10,-1.521545676539e-08,-1.088018244969e-09,3.090980069412e-10,-1.397116251910e-09
1.100000000000e-01,3.547089486807e-07,5.731913395813e-10,3.541357573411e-07,-2.967784566167e-08,5.732079178952e-10,-3.025105357957e-08,-2.184001329340e-09,5.732173099882e-10,-2.757218639328e-09
1.200000000000e-01,6.867403279657e-07,1.029193395763e-09,6.857111345700e-07,-5.709517012643e-08,1.029231068862e-09,-5.812440119529e-08,-4.236477207609e-09,1.029247932970e-09,-5.265725140579e-09
1.300000000000e-01,1.287909655078e-06,1.789802410313e-09,1.286119852668e-06,-1.063693439786e-07,1.789894005045e-09,-1.081592379836e-07,-7.960000734850e-09,1.789923332714e-09,-9.749924067564e-09
1.400000000000e-01,2.343024883997e-06,3.015050047132e-09,2.340009833950e-06,-1.921517287844e-07,3.015287458320e-09,-1.951670162427e-07,-1.450841433582e-08,3.015336864259e-09,-1.752375120008e-08
1.500000000000e-01,4.138689953623e-06,4.920400261093e-09,4.133769553362e-06,-3.368276137899e-07,4.921043742780e-09,-3.417486575327e-07,-2.567638409125e-08,4.921124374880e-09,-3.059750846613e-08
1.600000000000e-01,7.102290911052e-06,7.779215583234e-09,7.094511695469e-06,-5.731715779979e-07,7.780995840989e-09,-5.809525738389e-07,-4.414876077380e-08,7.781123333930e-09,-5.192988410772e-08
1.700000000000e-01,1.184545916279e-05,1.191504653553e-08,1.183354411625e-05,-9.470169380336e-07,1.191997335561e-08,-9.589369113892e-07,-7.378133364554e-08,1.192016866642e-08,-8.570150231195e-08
1.800000000000e-01,1.920597425797e-05,1.767886831692e-08,1.918829538965e-05,-1.519293793332e-06,1.769232333941e-08,-1.536986116671e-06,-1.198755426039e-07,1.769261323137e-08,-1.375681558353e-07
1.900000000000e-01,3.027800276145e-05,2.540702441645e-08,3.025259573703e-05,-2.366440834703e-06,2.544299636305e-08,-2.391883831066e-06,-1.893828188760e-07,2.544341325081e-08,-2.148262321269e-07
2.000000000000e-01,4.641632240306e-05,3.535721585196e-08,4.638096518721e-05,-3.577860941067e-06,3.545096354570e-08,-3.613311904612e-06,-2.909447598323e-07,3.545154441567e-08,-3.263963042479e-07
2.100000000000e-01,6.919679561944e-05,4.762155396997e-08,6.914917406547e-05,-5.248873744558e-06,4.785924217997e-08,-5.296732986738e-06,-4.346493433770e-07,4.786002636155e-08,-4.825093697385e-07
2.200000000000e-01,1.003142094819e-04,6.201532224569e-08,1.002521941596e-04,-7.467650308382e-06,6.260118651809e-08,-7.530251494900e-06,-6.313691503174e-07,6.260221224944e-08,-6.939713625668e-07
2.300000000000e-01,1.414011254141e-04,7.793368256843e-08,1.413231917315e-04,-1.029502468653e-05,7.933757280909e-08,-1.037436225934e-05,-8.915541914454e-07,7.933887277191e-08,-9.708930642174e-07
2.400000000000e-01,1.937586518769e-04,9.414974393244e-08,1.936645021330e-04,-1.373694983608e-05,9.742159920213e-08,-1.383437143528e-05,-1.223386923128e-06,9.742319547189e-08,-1.320810118600e-06
2.500000000000e-01,2.580022823557e-04,1.084867404031e-07,2.578937956153e-04,-1.771069699103e-05,1.159075855070e-07,-1.782660457654e-05,-1.630273398664e-06,1.159094846792e-07,-1.746182883344e-06
2.600000000000e-01,3.336420974647e-04,1.172209280169e-07,3.335248765367e-04,-2.200755924464e-05,1.336130552018e-07,-2.214117229984e-05,-2.107738328900e-06,1.336152444858e-07,-2.241353573386e-06
2.700000000000e-01,4.186343117095e-04,1.139406095644e-07,4.185203711000e-04,-2.625655056682e-05,1.492335507485e-07,-2.640578411757e-05,-2.639901272066e-06,1.492359959959e-07,-2.789137268062e-06
2.800000000000e-01,5.089568635985e-04,8.737207307492e-08,5.088694915254e-04,-2.989502986238e-05,1.614970755040e-07,-3.005652693788e-05,-3.195817740884e-06,1.614997217519e-07,-3.357317462636e-06
2.900000000000e-01,5.982716314418e-04,1.734453856084e-08,5.982542869033e-04,-3.215293806897e-05,1.693337415581e-07,-3.232227181053e-05,-3.726051210812e-06,1.693365164352e-07,-3.895387727247e-06
3.000000000000e-01,6.777366402297e-04,-1.324527548604e-07,6.778690929846e-04,-3.205709871062e-05,1.720295349115e-07,-3.222912824553e-05,-4.159880708718e-06,1.720323547749e-07,-4.331913063493e-06
3.100000000000e-01,7.360216397856e-04,-4.270399772000e-07,7.364486797628e-04,-2.846065214149e-05,1.693336174874e-07,-2.862998575898e-05,-4.403532647361e-06,1.693363960234e-07,-4.572869043384e-06
3.200000000000e-01,7.595602826360e-04,-9.812695066012e-07,7.605415521426e-04,-2.010025777455e-05,1.614968211926e-07,-2.026175459575e-05,-4.339755418045e-06,1.614994809337e-07,-4.501254898979e-06
3.300000000000e-01,7.330447683347e-04,-1.994251761341e-06,7.350390200960e-04,-5.680532688819e-06,1.492331446291e-07,-5.829765833448e-06,-3.828944015383e-06,1.492356347650e-07,-3.978179650148e-06
3.400000000000e-01,6.401389753804e-04,-3.803810692469e-06,6.439427860728e-04,1.601819701064e-05,1.336124299938e-07,1.588458458064e-05,-2.711892225181e-06,1.336147628448e-07,-2.845506988026e-06
3.500000000000e-01,4.643591521642e-04,-6.970072489395e-06,4.713292246536e-04,4.601580502908e-05,1.159065399200e-07,4.589989848916e-05,-8.141278627763e-07,1.159088826284e-07,-9.300367454048e-07
3.600000000000e-01,1.900519014424e-04,-1.239984113913e-05,2.024517425816e-04,8.500111248740e-05,9.741955202104e-08,8.490369293538e-05,2.048304976356e-06,9.742247301161e-08,1.950882503344e-06
3.700000000000e-01,-1.966095928240e-04,-2.152564065375e-05,-1.750839521702e-04,1.332036946158e-04,7.933290285334e-08,1.331243617129e-04,6.061800159051e-06,7.933802989995e-08,5.982462129151e-06
3.800000000000e-01,-7.066878067641e-04,-3.655433829083e-05,-6.701334684732e-04,1.902787661396e-04,6.258952258335e-08,1.902161766170e-04,1.140706588283e-05,6.260124896189e-08,1.134446463387e-05
3.900000000000e-01,-1.347666531855e-03,-6.079879613987e-05,-1.286867735715e-03,2.552138791055e-04,4.782918367136e-08,2.551660499218e-04,1.825007587078e-05,4.785894265195e-08,1.820221692813e-05
4.000000000000e-01,-2.122807009218e-03,-9.910028527045e-05,-2.023706723947e-03,3.262641247928e-04,3.537372840014e-08,3.262287510644e-04,2.673219808561e-05,3.545034024606e-08,2.669674774536e-05
4.100000000000e-01,-3.030701530226e-03,-1.583374073057e-04,-2.872364122920e-03,4.009201356688e-04,2.524819287243e-08,4.008948874759e-04,3.695955672990e-05,2.544208849336e-08,3.693411464140e-05
4.200000000000e-01,-4.065032758052e-03,-2.479970477425e-04,-3.817035710310e-03,4.759108113401e-04,1.721304023758e-08,4.758935982999e-04,4.899165645685e-05,1.769116742273e-08,4.897396528943e-05
4.300000000000e-01,-5.214532096698e-03,-3.807531718090e-04,-4.833778924889e-03,5.472406227559e-04,1.077215487110e-08,5.472298506011e-04,6.282930114653e-05,1.191860019110e-08,6.281738254634e-05
4.400000000000e-01,-6.463120402839e-03,-5.729603704299e-04,-5.890160032409e-03,6.102597286706e-04,5.106333963672e-09,6.102546223366e-04,7.840187545076e-05,7.779426775633e-09,7.839409602398e-05
4.500000000000e-01,-7.790209047023e-03,-8.449238672777e-04,-6.945285179745e-03,6.597639902245e-04,-1.145282490743e-09,6.597651355070e-04,9.555412069697e-05,4.919282289449e-09,9.554920141468e-05
4.600000000000e-01,-9.171137776354e-03,-1.220762659270e-03,-7.950375117084e-03,6.901212264035e-04,-1.038530123213e-08,6.901316117048e-04,1.140326182588e-04,3.013294979773e-09,1.140296049638e-04
4.700000000000e-01,-1.057772663552e-02,-1.727648130469e-03,-8.850078505054e-03,6.954196040321e-04,-2.706349207434e-08,6.954466675242e-04,1.334722821052e-04,1.787518716674e-09,1.334704945864e-04
4.800000000000e-01,-1.197892104931e-02,-2.394191172780e-03,-9.584729876526e-03,6.696337871135e-04,-5.957378218184e-08,6.696933608957e-04,1.533832477065e-04,1.026008337670e-09,1.533822216982e-04
4.900000000000e-01,-1.334151106738e-02,-3.247783024897e-03,-1.009372804248e-02,6.068042930578e-04,-1.236956450918e-07,6.069279887029e-04,1.731386189049e-04,5.678204622597e-10,1.731380510844e-04
5.000000000000e-01,-1.463090715799e-02,-4.310784093585e-03,-1.032012306441e-02,5.012253654624e-04,-2.486519146784e-07,5.014740173771e-04,1.919635926391e-04,2.979652819914e-10,1.919632946738e-04
5.100000000000e-01,-1.581195563459e-02,-5.595610583984e-03,-1.021634505061e-02,3.476365573008e-04,-4.874878696041e-07,3.481240451704e-04,2.089265209729e-04,1.350485589213e-10,2.089263859243e-04
5.200000000000e-01,-1.684977690684e-02,-7.098989194978e-03,-9.750787711863e-03,1.414131325302e-04,-9.343912883199e-07,1.423475238185e-04,2.229324899120e-04,1.626789354040e-11,2.229324736441e-04
5.300000000000e-01,-1.771060950395e-02,-8.795917397939e-03,-8.914692106007e-03,-1.212496405227e-04,-1.752832385566e-06,-1.194968081371e-04,2.327199952692e-04,-1.225997697735e-10,2.327201178690e-04
5.400000000000e-01,-1.836264249553e-02,-1.063414353262e-02,-7.728498962904e-03,-4.431631898937e-04,-3.220035541833e-06,-4.399431543518e-04,2.368612780089e-04,-3.793717413390e-10,2.368616573806e-04
5.500000000000e-01,-1.877681876684e-02,-1.253021148414e-02,-6.246607282702e-03,-8.259880844432e-04,-5.795253953708e-06,-8.201928304895e-04,2.337668457979e-04,-9.452811049715e-10,2.337677910790e-04
