t,p_dibem_0_4_0_0_,p_exact_0_4_0_0_,error_0_4_0_0_,p_dibem_0_7_0_0_,p_exact_0_7_0_0_,error_0_7_0_0_,p_dibem_0_5_0_5_,p_exact_0_5_0_5_,error_0_5_0_5_
0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
1.000000000000e-02,1.160198789408e-10,6.832078710332e-14,1.159515581537e-10,1.582572801804e-10,6.832322727025e-14,1.581889569531e-10,1.704447314215e-10,6.832342676113e-14,1.703764079948e-10
2.000000000000e-02,9.829324347964e-10,3.866333960000e-13,9.825458014004e-10,1.008972824710e-09,3.866472517737e-13,1.008586177458e-09,9.013880426416e-10,3.866483808324e-13,9.010013942608e-10
3.000000000000e-02,3.133337306801e-09,1.272828695990e-12,3.132064478105e-09,3.564789438391e-09,1.272874622934e-12,3.563516563769e-09,3.684898076403e-09,1.272878340124e-12,3.683625198063e-09
4.000000000000e-02,7.880337971441e-09,3.412830728195e-12,7.876925140713e-09,8.945347969050e-09,3.412955449943e-12,8.941935013600e-09,9.340178671096e-09,3.412965417156e-12,9.336765705678e-09
5.000000000000e-02,1.814876850760e-08,8.214555395628e-12,1.814055395221e-08,1.978394708490e-08,8.214862631318e-12,1.977573222227e-08,2.001605894772e-08,8.214886622106e-12,2.000784406110e-08
6.000000000000e-02,4.212730641570e-08,1.847835862903e-11,4.210882805707e-08,4.163966734122e-08,1.847907880927e-11,4.162118826241e-08,4.020699184805e-08,1.847913277646e-11,4.018851271527e-08
7.000000000000e-02,8.930860746858e-08,3.956346261366e-11,8.926904400597e-08,8.507783038073e-08,3.956511821876e-11,8.503826526251e-08,8.221128485996e-08,3.956523376704e-11,8.217171962619e-08
8.000000000000e-02,1.826878614767e-07,8.133876265957e-11,1.826065227140e-07,1.714872865949e-07,8.134259119487e-11,1.714059440037e-07,1.670564256408e-07,8.134282875395e-11,1.669750828120e-07
9.000000000000e-02,3.612493029834e-07,1.612753520573e-10,3.610880276314e-07,3.391000656467e-07,1.612844680576e-10,3.389387811786e-07,3.309987442726e-07,1.612849390855e-10,3.308374593335e-07
1.000000000000e-01,6.808234069601e-07,3.090744092568e-10,6.805143325508e-07,6.525512102590e-07,3.090971517937e-10,6.522421131072e-07,6.327084991198e-07,3.090980545142e-10,6.323994010653e-07
1.100000000000e-01,1.243768297849e-06,5.731559678194e-10,1.243195141881e-06,1.209844843011e-06,5.732157241294e-10,1.209271627287e-06,1.184066086112e-06,5.732173982077e-10,1.183492868713e-06
1.200000000000e-01,2.208984421855e-06,1.029081183341e-09,2.207955340672e-06,2.171714339968e-06,1.029245085437e-09,2.170685094883e-06,2.143427100455e-06,1.029248091367e-09,2.142397852364e-06
1.300000000000e-01,3.797725377220e-06,1.789457229471e-09,3.795935919991e-06,3.764550583862e-06,1.789918380681e-09,3.762760665482e-06,3.721978144589e-06,1.789923608193e-09,3.720188220981e-06
1.400000000000e-01,6.343016507132e-06,3.014021812578e-09,6.340002485319e-06,6.325927396397e-06,3.015328521912e-09,6.322912067875e-06,6.254367626803e-06,3.015337328297e-09,6.251352289474e-06
