t,p_dibem_0_4_0_0_,p_exact_0_4_0_0_,error_0_4_0_0_,p_dibem_0_7_0_0_,p_exact_0_7_0_0_,error_0_7_0_0_,p_dibem_0_5_0_5_,p_exact_0_5_0_5_,error_0_5_0_5_
0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
2.000000000000e-02,1.210496325201e-08,3.866350049298e-13,1.210457661700e-08,1.203942738059e-08,3.866568226819e-13,1.203904072377e-08,1.214133177279e-08,3.866422770047e-13,1.214094513051e-08
4.000000000000e-02,1.008271734321e-07,3.412847343680e-12,1.008237605848e-07,1.019938413089e-07,3.413039933026e-12,1.019904282689e-07,1.022855699785e-07,3.412911538448e-12,1.022821570670e-07
6.000000000000e-02,5.177878920754e-07,1.847849341514e-11,5.177694135820e-07,5.387979096941e-07,1.847953623386e-11,5.387794301579e-07,5.345208899259e-07,1.847884105613e-11,5.345024110848e-07
8.000000000000e-02,2.179336120791e-06,8.134001306229e-11,2.179254780778e-06,2.306021221615e-06,8.134460472155e-11,2.305939877010e-06,2.278835358307e-06,8.134154463911e-11,2.278754016762e-06
1.000000000000e-01,7.948249418568e-06,3.090873325234e-10,7.947940331235e-06,8.532378626574e-06,3.091048030785e-10,8.532069521770e-06,8.405416784817e-06,3.090931749438e-10,8.405107691642e-06
1.200000000000e-01,2.542593227187e-05,1.029212053288e-09,2.542490305982e-05,2.773632715748e-05,1.029270563023e-09,2.773529788692e-05,2.723173557386e-05,1.029231843182e-09,2.723070634201e-05
1.400000000000e-01,7.149464625241e-05,3.015227424529e-09,7.149163102498e-05,7.954740796265e-05,3.015403162381e-09,7.954439255948e-05,7.778660420209e-05,3.015289726848e-09,7.778358891236e-05
1.600000000000e-01,1.765268284490e-04,7.780792537816e-09,1.765190476565e-04,2.015537778255e-04,7.781294417100e-09,2.015459965311e-04,1.960778770565e-04,7.781001695031e-09,1.960700960548e-04
1.800000000000e-01,3.816375012800e-04,1.769138950063e-08,3.816198098905e-04,4.514275850095e-04,1.769300223772e-08,4.514098920073e-04,4.361365823425e-04,1.769233665025e-08,4.361188900059e-04
2.000000000000e-01,7.187265360214e-04,3.544507231279e-08,7.186910909491e-04,8.940670926311e-04,3.545232388608e-08,8.940316403072e-04,8.555831894618e-04,3.545099021706e-08,8.555477384716e-04
2.200000000000e-01,1.168014040476e-03,6.256066378093e-08,1.167951479813e-03,1.566436998195e-03,6.260358867948e-08,1.566374394607e-03,1.478800661798e-03,6.260123361587e-08,1.478738060564e-03
2.400000000000e-01,1.607143135637e-03,9.715910299422e-08,1.607045976534e-03,2.429283103927e-03,9.742533751002e-08,2.429185678589e-03,2.247943460587e-03,9.742167249923e-08,2.247846038914e-03
2.600000000000e-01,1.790371261715e-03,1.320787797376e-07,1.790239182935e-03,3.338070051438e-03,1.336181822742e-07,3.337936433255e-03,2.995469669757e-03,1.336131557318e-07,2.995336056601e-03
2.800000000000e-01,1.398930103153e-03,1.534530812272e-07,1.398776650071e-03,4.071035959299e-03,1.615032726390e-07,4.070874456026e-03,3.476806375863e-03,1.614971970545e-07,3.476644878666e-03
3.000000000000e-01,1.635224845319e-04,1.340533851750e-07,1.633884311467e-04,4.419923021760e-03,1.720361372485e-07,4.419750985623e-03,3.467765649942e-03,1.720296649510e-07,3.467593620277e-03
3.200000000000e-01,-2.001959256282e-03,-9.335539133140e-10,-2.001958322728e-03,4.295168741189e-03,1.615030318292e-07,4.295007238157e-03,2.875815295325e-03,1.614969498628e-07,2.875653798375e-03
3.400000000000e-01,-4.942483372741e-03,-4.996564955560e-07,-4.941983716245e-03,3.772791895787e-03,1.336177006545e-07,3.772658278086e-03,1.789416894405e-03,1.336126034227e-07,1.789283281802e-03
3.600000000000e-01,-8.321063839716e-03,-2.164889062495e-06,-8.318898950653e-03,3.047846170398e-03,9.742461508054e-08,3.047748745783e-03,4.289784597577e-04,9.742027050451e-08,4.288810394871e-04
3.800000000000e-01,-1.175369356813e-02,-7.372700581072e-06,-1.174632086755e-02,2.329550779132e-03,6.260262543872e-08,2.329488176507e-03,-9.641401850830e-04,6.259455700484e-08,-9.642027796400e-04
4.000000000000e-01,-1.493301083681e-02,-2.250611065127e-05,-1.491050472616e-02,1.750863002662e-03,3.545111983445e-08,1.750827551542e-03,-2.224768376773e-03,3.540759737730e-08,-2.224803784370e-03
4.200000000000e-01,-1.767976359726e-02,-6.311113183061e-05,-1.761665246543e-02,1.340726995250e-03,1.769155737630e-08,1.340709303693e-03,-3.296350585267e-03,1.741582183631e-08,-3.296368001089e-03
4.400000000000e-01,-1.992302875885e-02,-1.633751248720e-04,-1.975965363398e-02,1.053394241913e-03,7.779608745958e-09,1.053386462305e-03,-4.203269830815e-03,6.186155412227e-09,-4.203276016970e-03
4.600000000000e-01,-2.165023410808e-02,-3.906154017766e-04,-2.125961870631e-02,8.169435119990e-04,3.013476682547e-09,8.169404985223e-04,-5.001679245822e-03,-5.237916116530e-09,-5.001674007906e-03
4.800000000000e-01,-2.286549953542e-02,-8.618255112140e-04,-2.200367402420e-02,5.686375417941e-04,1.027103279345e-09,5.686365146908e-04,-5.742543489089e-03,-3.745193469562e-08,-5.742506037154e-03
5.000000000000e-01,-2.357034911580e-02,-1.751875399927e-03,-2.181847371587e-02,2.679241182091e-04,3.066967123394e-10,2.679238115124e-04,-6.457107996033e-03,-1.623624484923e-07,-6.456945633585e-03
5.200000000000e-01,-2.376149887662e-02,-3.273432977040e-03,-2.048806589958e-02,-1.055727572512e-04,7.869570455503e-11,-1.055728359469e-04,-7.157914176044e-03,-6.271738154377e-07,-7.157287002229e-03
5.400000000000e-01,-2.343544967630e-02,-5.604300081077e-03,-1.783114959522e-02,-5.588437136879e-04,1.558973814787e-11,-5.588437292776e-04,-7.845077055557e-03,-2.217504436092e-06,-7.842859551121e-03
5.600000000000e-01,-2.259323785197e-02,-8.750844731008e-03,-1.384239312096e-02,-1.091204768185e-03,2.811920672884e-13,-1.091204768466e-03,-8.511821665896e-03,-7.215259297828e-06,-8.504606406598e-03
5.800000000000e-01,-2.124328611087e-02,-1.237574360919e-02,-8.867542501673e-03,-1.697576470586e-03,-3.001834965634e-12,-1.697576467584e-03,-9.147745521848e-03,-2.166122472374e-05,-9.126084297124e-03
6.000000000000e-01,-1.940257846087e-02,-1.567563770319e-02,-3.726940757676e-03,-2.369996531466e-03,-3.778554929968e-12,-2.369996527688e-03,-9.740387340198e-03,-6.007870707993e-05,-9.680308633118e-03
