t,p_dibem_0_4_0_0_,p_exact_0_4_0_0_,error_0_4_0_0_,p_dibem_0_7_0_0_,p_exact_0_7_0_0_,error_0_7_0_0_,p_dibem_0_5_0_5_,p_exact_0_5_0_5_,error_0_5_0_5_
0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
1.000000000000e-02,-2.282515828121e-16,6.832078710332e-14,-6.854903868613e-14,2.545684902661e-21,6.832322727025e-14,-6.832322472457e-14,-5.469674522567e-22,6.832342676113e-14,-6.832342730810e-14
2.000000000000e-02,7.789764877018e-17,3.866333960000e-13,-3.865554983513e-13,7.228549673792e-21,3.866472517737e-13,-3.866472445452e-13,-5.854668536726e-21,3.866483808324e-13,-3.866483866871e-13
3.000000000000e-02,1.413317684996e-14,1.272828695990e-12,-1.258695519140e-12,-6.179116285769e-20,1.272874622934e-12,-1.272874684726e-12,-3.677055667836e-20,1.272878340124e-12,-1.272878376895e-12
4.000000000000e-02,1.012365054528e-13,3.412830728195e-12,-3.311594222742e-12,-4.640430469627e-19,3.412955449943e-12,-3.412955913986e-12,-1.241505197691e-19,3.412965417156e-12,-3.412965541306e-12
5.000000000000e-02,4.201662336819e-13,8.214555395628e-12,-7.794389161946e-12,-1.475342666130e-18,8.214862631318e-12,-8.214864106660e-12,-3.305577447853e-19,8.214886622106e-12,-8.214886952664e-12
6.000000000000e-02,1.272808554323e-12,1.847835862903e-11,-1.720555007471e-11,-2.561104090358e-18,1.847907880927e-11,-1.847908137038e-11,-7.606430159176e-19,1.847913277646e-11,-1.847913353710e-11
7.000000000000e-02,3.081327751702e-12,3.956346261366e-11,-3.648213486195e-11,-9.128235848182e-19,3.956511821876e-11,-3.956511913159e-11,-1.492809775053e-18,3.956523376704e-11,-3.956523525985e-11
8.000000000000e-02,6.217075800518e-12,8.133876265957e-11,-7.512168685905e-11,7.999203448312e-18,8.134259119487e-11,-8.134258319566e-11,-3.323017118428e-18,8.134282875395e-11,-8.134283207696e-11
9.000000000000e-02,1.056750644239e-11,1.612753520573e-10,-1.507078456149e-10,2.915118018154e-17,1.612844680576e-10,-1.612844389064e-10,-6.213289911802e-18,1.612849390855e-10,-1.612849452988e-10
