t,p_trixi_0_4_0_0_,p_dibem_0_4_0_0_,p_exact_0_4_0_0_,p_trixi_0_7_0_0_,p_dibem_0_7_0_0_,p_exact_0_7_0_0_,p_trixi_0_5_0_5_,p_dibem_0_5_0_5_,p_exact_0_5_0_5_
0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
1.000000000000e-02,-1.939299757473e-16,-2.282515828121e-16,6.832078710332e-14,-3.773458235785e-26,2.545684902661e-21,6.832322727025e-14,-1.890006300531e-36,-5.469674522567e-22,6.832342676113e-14
2.000000000000e-02,-6.983327956840e-15,7.789764877018e-17,3.866333960000e-13,-1.041169441871e-21,7.228549673792e-21,3.866472517737e-13,-2.955904690355e-28,-5.854668536726e-21,3.866483808324e-13
3.000000000000e-02,-4.740964941101e-14,1.413317684996e-14,1.272828695990e-12,-3.666126228080e-20,-6.179116285769e-20,1.272874622934e-12,-3.679594886695e-26,-3.677055667836e-20,1.272878340124e-12
4.000000000000e-02,-1.742325103767e-13,1.012365054528e-13,3.412830728195e-12,-4.079980632438e-19,-4.640430469627e-19,3.412955449943e-12,-8.450568202706e-25,-1.241505197691e-19,3.412965417156e-12
5.000000000000e-02,-4.150421009883e-13,4.201662336819e-13,8.214555395628e-12,-1.804221724100e-18,-1.475342666130e-18,8.214862631318e-12,-6.534486253827e-24,-3.305577447853e-19,8.214886622106e-12
6.000000000000e-02,-7.735509428526e-13,1.272808554323e-12,1.847835862903e-11,-2.971899946986e-18,-2.561104090358e-18,1.847907880927e-11,-1.573494116018e-23,-7.606430159176e-19,1.847913277646e-11
7.000000000000e-02,-1.355105740150e-12,3.081327751702e-12,3.956346261366e-11,2.048111449076e-18,-9.128235848182e-19,3.956511821876e-11,1.911260710071e-24,-1.492809775053e-18,3.956523376704e-11
8.000000000000e-02,-2.658999976392e-12,6.217075800518e-12,8.133876265957e-11,1.955158801510e-17,7.999203448312e-18,8.134259119487e-11,5.331777892447e-23,-3.323017118428e-18,8.134282875395e-11
9.000000000000e-02,-5.602129939591e-12,1.056750644239e-11,1.612753520573e-10,2.933983362894e-17,2.915118018154e-17,1.612844680576e-10,-1.048356253455e-22,-6.213289911802e-18,1.612849390855e-10
1.000000000000e-01,-1.162701540288e-11,1.466823250864e-11,3.090744092568e-10,-1.332055171127e-17,6.231039352023e-17,3.090971517937e-10,-6.648313259315e-22,-8.412038573808e-18,3.090980545142e-10
1.100000000000e-01,-2.352483161250e-11,1.410999400437e-11,5.731559678194e-10,-1.415456468786e-16,9.245023933019e-17,5.732157241294e-10,-6.507539136176e-22,-9.434618064215e-18,5.732173982077e-10
1.200000000000e-01,-4.486953593994e-11,-1.270663850190e-12,1.029081183341e-09,-2.483754377154e-16,6.937710550958e-17,1.029245085437e-09,1.720106754957e-21,-7.391546271690e-19,1.029248091367e-09
1.300000000000e-01,-8.115986026021e-11,-5.216962832585e-11,1.789457229471e-09,-1.259063110838e-16,-8.345918303738e-17,1.789918380681e-09,4.137283142961e-21,3.777619211182e-17,1.789923608193e-09
