t,x,p_dibem,p_exact,error
8.000000000000e-01,-1.468085106383e+00,3.099196847680e-14,-3.935133484165e-12,3.966125452642e-12
8.000000000000e-01,-1.404255319149e+00,-6.807981225780e-13,-3.935412604730e-12,3.254614482152e-12
8.000000000000e-01,-1.340425531915e+00,2.639527141686e-12,-3.935667938164e-12,6.575195079850e-12
8.000000000000e-01,-1.276595744681e+00,2.338596469108e-11,-3.935922362002e-12,2.732188705308e-11
8.000000000000e-01,-1.212765957447e+00,-3.460395258998e-10,-3.936171669144e-12,-3.421033542307e-10
8.000000000000e-01,-1.148936170213e+00,9.082631146443e-10,-3.936401207311e-12,9.121995158516e-10
8.000000000000e-01,-1.085106382979e+00,1.569469860867e-08,-3.942014878516e-12,1.569864062355e-08
8.000000000000e-01,-1.021276595745e+00,-1.336225100840e-07,-1.114856820461e-11,-1.336113615158e-07
8.000000000000e-01,-9.574468085106e-01,-4.111034576378e-07,-2.621287447377e-09,-4.084821701904e-07
8.000000000000e-01,-8.936170212766e-01,8.791435568523e-06,-3.144346136245e-07,9.105870182148e-06
8.000000000000e-01,-8.297872340426e-01,1.623722667955e-05,-1.521460605842e-05,3.145183273798e-05
8.000000000000e-01,-7.659574468085e-01,-4.957393864126e-04,-3.264110650672e-04,-1.693283213454e-04
8.000000000000e-01,-7.021276595745e-01,-3.599462202357e-03,-3.080954722746e-03,-5.185074796105e-04
8.000000000000e-01,-6.382978723404e-01,-1.024670189261e-02,-1.166925532796e-02,1.422553435348e-03
8.000000000000e-01,-5.744680851064e-01,-1.023414853680e-02,-1.161309886013e-02,1.378950323322e-03
8.000000000000e-01,-5.106382978723e-01,1.020524467343e-02,1.541508418162e-02,-5.209839508198e-03
8.000000000000e-01,-4.468085106383e-01,2.790431798336e-02,2.566496361622e-02,2.239354367132e-03
8.000000000000e-01,-3.829787234043e-01,7.811545844322e-03,3.898687246618e-03,3.912858597704e-03
8.000000000000e-01,-3.191489361702e-01,-1.188077966381e-02,-6.938146415736e-03,-4.942633248071e-03
8.000000000000e-01,-2.553191489362e-01,-2.447350157091e-03,-4.894158137890e-03,2.446807980799e-03
8.000000000000e-01,-1.914893617021e-01,-3.299265991896e-03,-2.622826660452e-03,-6.764393314441e-04
8.000000000000e-01,-1.276595744681e-01,-2.880117242477e-03,-1.740731391319e-03,-1.139385851158e-03
8.000000000000e-01,-6.382978723404e-02,-1.939466872152e-03,-1.413921375427e-03,-5.255454967257e-04
8.000000000000e-01,-5.377642775528e-17,-2.343695120293e-03,-1.325813449681e-03,-1.017881670612e-03
8.000000000000e-01,6.382978723404e-02,-1.939465996565e-03,-1.413921375427e-03,-5.255446211387e-04
8.000000000000e-01,1.276595744681e-01,-2.880115384814e-03,-1.740731391319e-03,-1.139383993494e-03
8.000000000000e-01,1.914893617021e-01,-3.299265564789e-03,-2.622826660452e-03,-6.764389043371e-04
8.000000000000e-01,2.553191489362e-01,-2.447350800472e-03,-4.894158137890e-03,2.446807337418e-03
8.000000000000e-01,3.191489361702e-01,-1.188077955749e-02,-6.938146415736e-03,-4.942633141753e-03
8.000000000000e-01,3.829787234043e-01,7.811546219039e-03,3.898687246618e-03,3.912858972421e-03
8.000000000000e-01,4.468085106383e-01,2.790431760063e-02,2.566496361622e-02,2.239353984404e-03
8.000000000000e-01,5.106382978723e-01,1.020524419336e-02,1.541508418162e-02,-5.209839988268e-03
8.000000000000e-01,5.744680851064e-01,-1.023414843569e-02,-1.161309886013e-02,1.378950424435e-03
8.000000000000e-01,6.382978723404e-01,-1.024670166430e-02,-1.166925532796e-02,1.422553663654e-03
8.000000000000e-01,7.021276595745e-01,-3.599462169893e-03,-3.080954722746e-03,-5.185074471467e-04
8.000000000000e-01,7.659574468085e-01,-4.957393921774e-04,-3.264110650672e-04,-1.693283271102e-04
8.000000000000e-01,8.297872340426e-01,1.623722260685e-05,-1.521460605842e-05,3.145182866527e-05
8.000000000000e-01,8.936170212766e-01,8.791435264162e-06,-3.144346136237e-07,9.105869877786e-06
8.000000000000e-01,9.574468085106e-01,-4.111034253673e-07,-2.621287445117e-09,-4.084821379222e-07
8.000000000000e-01,1.021276595745e+00,-1.336224507394e-07,-1.114856820461e-11,-1.336113021712e-07
8.000000000000e-01,1.085106382979e+00,1.569461137808e-08,-3.942014878516e-12,1.569855339296e-08
8.000000000000e-01,1.148936170213e+00,9.082362305966e-10,-3.936401299736e-12,9.121726318964e-10
8.000000000000e-01,1.212765957447e+00,-3.460386175066e-10,-3.936170197045e-12,-3.421024473096e-10
8.000000000000e-01,1.276595744681e+00,2.336797867737e-11,-3.935922362002e-12,2.730390103937e-11
8.000000000000e-01,1.340425531915e+00,2.519161253050e-12,-3.935667938164e-12,6.454829191214e-12
8.000000000000e-01,1.404255319149e+00,-7.866479850727e-13,-3.935412604730e-12,3.148764619658e-12
8.000000000000e-01,1.468085106383e+00,-8.296102965574e-14,-3.935133484165e-12,3.852172454509e-12
1.600000000000e+00,-1.468085106383e+00,-5.868751499169e-03,-4.809064720951e-03,-1.059686778218e-03
1.600000000000e+00,-1.404255319149e+00,-7.211096483264e-03,-9.784704077552e-03,2.573607594288e-03
1.600000000000e+00,-1.340425531915e+00,-1.598835044140e-03,4.114987873494e-04,-2.010333831489e-03
1.600000000000e+00,-1.276595744681e+00,1.126813747449e-02,1.610213775452e-02,-4.834000280038e-03
1.600000000000e+00,-1.212765957447e+00,1.440206188437e-02,8.883436462833e-03,5.518625421533e-03
1.600000000000e+00,-1.148936170213e+00,-1.288872293646e-04,-2.301868094584e-03,2.172980865219e-03
1.600000000000e+00,-1.085106382979e+00,-8.436930684549e-03,-3.122142703184e-03,-5.314787981364e-03
1.600000000000e+00,-1.021276595745e+00,-8.128616417014e-06,-1.519233751572e-03,1.511105135155e-03
1.600000000000e+00,-9.574468085106e-01,1.265038655403e-03,-7.679703752935e-04,2.033009030696e-03
1.600000000000e+00,-8.936170212766e-01,-3.008689825264e-03,-4.715842790473e-04,-2.537105546217e-03
1.600000000000e+00,-8.297872340426e-01,9.853195531723e-04,-3.257827255426e-04,1.311102278715e-03
1.600000000000e+00,-7.659574468085e-01,-1.178878204904e-04,-2.416937706374e-04,1.238059501470e-04
1.600000000000e+00,-7.021276595745e-01,-1.196401125358e-03,-1.886046817154e-04,-1.007796443642e-03
1.600000000000e+00,-6.382978723404e-01,1.098987758822e-03,-1.530311473036e-04,1.252018906126e-03
1.600000000000e+00,-5.744680851064e-01,-1.179294254256e-03,-1.281676297607e-04,-1.051126624495e-03
1.600000000000e+00,-5.106382978723e-01,5.333109878008e-04,-1.102559292616e-04,6.435669170623e-04
1.600000000000e+00,-4.468085106383e-01,-4.594651556021e-04,-9.708129373048e-05,-3.623838618716e-04
1.600000000000e+00,-3.829787234043e-01,8.497431579409e-05,-8.727320890228e-05,1.722475246964e-04
1.600000000000e+00,-3.191489361702e-01,5.281281952341e-04,-7.995213295071e-05,6.080803281848e-04
1.600000000000e+00,-2.553191489362e-01,-6.432633810452e-04,-7.453936914174e-05,-5.687240119035e-04
1.600000000000e+00,-1.914893617021e-01,-1.939660641323e-04,-7.064968580506e-05,-1.233163783273e-04
1.600000000000e+00,-1.276595744681e-01,-1.172771448885e-03,-6.802858229709e-05,-1.104742866588e-03
1.600000000000e+00,-6.382978723404e-02,-1.408046180473e-04,-6.651508274626e-05,-7.428953530101e-05
1.600000000000e+00,-5.377642775528e-17,-1.134148153811e-03,-6.602009162250e-05,-1.068128062188e-03
1.600000000000e+00,6.382978723404e-02,-1.408034388373e-04,-6.651508274626e-05,-7.428835609109e-05
1.600000000000e+00,1.276595744681e-01,-1.172770290576e-03,-6.802858229709e-05,-1.104741708279e-03
1.600000000000e+00,1.914893617021e-01,-1.939673273615e-04,-7.064968580506e-05,-1.233176415565e-04
1.600000000000e+00,2.553191489362e-01,-6.432650605420e-04,-7.453936914174e-05,-5.687256914003e-04
1.600000000000e+00,3.191489361702e-01,5.281287880238e-04,-7.995213295072e-05,6.080809209746e-04
1.600000000000e+00,3.829787234043e-01,8.497610024219e-05,-8.727320890227e-05,1.722493091445e-04
1.600000000000e+00,4.468085106383e-01,-4.594645350285e-04,-9.708129373048e-05,-3.623832412980e-04
1.600000000000e+00,5.106382978723e-01,5.333108516830e-04,-1.102559292616e-04,6.435667809446e-04
1.600000000000e+00,5.744680851064e-01,-1.179294502418e-03,-1.281676297607e-04,-1.051126872657e-03
1.600000000000e+00,6.382978723404e-01,1.098987959130e-03,-1.530311473036e-04,1.252019106434e-03
1.600000000000e+00,7.021276595745e-01,-1.196400607682e-03,-1.886046817154e-04,-1.007795925967e-03
1.600000000000e+00,7.659574468085e-01,-1.178886593494e-04,-2.416937706374e-04,1.238051112880e-04
1.600000000000e+00,8.297872340426e-01,9.853185107977e-04,-3.257827255426e-04,1.311101236340e-03
1.600000000000e+00,8.936170212766e-01,-3.008689377490e-03,-4.715842790473e-04,-2.537105098442e-03
1.600000000000e+00,9.574468085106e-01,1.265039274946e-03,-7.679703752935e-04,2.033009650239e-03
1.600000000000e+00,1.021276595745e+00,-8.128696265685e-06,-1.519233751572e-03,1.511105055306e-03
1.600000000000e+00,1.085106382979e+00,-8.436930787039e-03,-3.122142703184e-03,-5.314788083855e-03
1.600000000000e+00,1.148936170213e+00,-1.288872415142e-04,-2.301868094584e-03,2.172980853070e-03
1.600000000000e+00,1.212765957447e+00,1.440206153161e-02,8.883436462833e-03,5.518625068773e-03
1.600000000000e+00,1.276595744681e+00,1.126813723129e-02,1.610213775452e-02,-4.834000523231e-03
1.600000000000e+00,1.340425531915e+00,-1.598834976019e-03,4.114987873494e-04,-2.010333763368e-03
1.600000000000e+00,1.404255319149e+00,-7.211096374006e-03,-9.784704077552e-03,2.573607703546e-03
1.600000000000e+00,1.468085106383e+00,-5.868751461670e-03,-4.809064720951e-03,-1.059686740720e-03
2.200000000000e+00,-1.468085106383e+00,-5.976670223159e-04,-3.039425482780e-04,-2.937244740379e-04
2.200000000000e+00,-1.404255319149e+00,8.703991011056e-04,-2.123583800208e-04,1.082757481126e-03
2.200000000000e+00,-1.340425531915e+00,-6.453885699228e-03,-1.573965427376e-04,-6.296489156490e-03
2.200000000000e+00,-1.276595744681e+00,-4.161547039925e-03,-1.217591787714e-04,-4.039787861154e-03
2.200000000000e+00,-1.212765957447e+00,1.054093626632e-02,-9.735680799316e-05,1.063829307431e-02
2.200000000000e+00,-1.148936170213e+00,1.052969698459e-02,-7.994571247301e-05,1.060964269706e-02
2.200000000000e+00,-1.085106382979e+00,9.629857379953e-04,-6.711583153457e-05,1.030101569530e-03
2.200000000000e+00,-1.021276595745e+00,-3.547542075096e-03,-5.741400846115e-05,-3.490128066635e-03
2.200000000000e+00,-9.574468085106e-01,-5.445141944224e-03,-4.992158112534e-05,-5.395220363099e-03
2.200000000000e+00,-8.936170212766e-01,-1.874360604594e-03,-4.403496078052e-05,-1.830325643813e-03
2.200000000000e+00,-8.297872340426e-01,-5.235073893859e-04,-3.934466532204e-05,-4.841627240639e-04
2.200000000000e+00,-7.659574468085e-01,-3.295107378377e-04,-3.556530792650e-05,-2.939454299112e-04
2.200000000000e+00,-7.021276595745e-01,5.386571179259e-04,-3.249339628243e-05,5.711505142083e-04
2.200000000000e+00,-6.382978723404e-01,-5.924476017134e-04,-2.998100184658e-05,-5.624665998668e-04
2.200000000000e+00,-5.744680851064e-01,6.198069230823e-04,-2.791883699350e-05,6.477257600758e-04
2.200000000000e+00,-5.106382978723e-01,-6.801074161887e-04,-2.622509719615e-05,-6.538823189926e-04
2.200000000000e+00,-4.468085106383e-01,5.576892252546e-05,-2.483794106936e-05,8.060686359482e-05
2.200000000000e+00,-3.829787234043e-01,-1.707912529974e-04,-2.371032755199e-05,-1.470809254454e-04
2.200000000000e+00,-3.191489361702e-01,5.477629562071e-04,-2.280641834496e-05,5.705693745521e-04
2.200000000000e+00,-2.553191489362e-01,2.527669584047e-04,-2.209904469530e-05,2.748660031000e-04
2.200000000000e+00,-1.914893617021e-01,3.377104066882e-04,-2.156791571898e-05,3.592783224072e-04
2.200000000000e+00,-1.276595744681e-01,1.304330931021e-04,-2.119835746193e-05,1.516314505640e-04
2.200000000000e+00,-6.382978723404e-02,4.434595167575e-05,-2.098044437053e-05,6.532639604628e-05
2.200000000000e+00,-5.377642775528e-17,4.612965358645e-05,-2.090843333109e-05,6.703808691754e-05
2.200000000000e+00,6.382978723404e-02,4.434826396151e-05,-2.098044437053e-05,6.532870833204e-05
2.200000000000e+00,1.276595744681e-01,1.304353728802e-04,-2.119835746193e-05,1.516337303421e-04
2.200000000000e+00,1.914893617021e-01,3.377109779094e-04,-2.156791571898e-05,3.592788936284e-04
2.200000000000e+00,2.553191489362e-01,2.527669682734e-04,-2.209904469530e-05,2.748660129687e-04
