t,p_trixi_0_4_0_0_,p_dibem_0_4_0_0_,p_exact_0_4_0_0_,p_trixi_0_7_0_0_,p_dibem_0_7_0_0_,p_exact_0_7_0_0_,p_trixi_0_5_0_5_,p_dibem_0_5_0_5_,p_exact_0_5_0_5_
0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
2.000000000000e-02,-6.983327956840e-15,4.864852852115e-09,1.799715292221e-13,-1.041169441871e-21,5.571444641363e-09,3.866542380814e-13,-2.955904690355e-28,4.758248955420e-09,3.866512927580e-13
4.000000000000e-02,-1.742325103767e-13,3.480577168532e-08,3.553378782068e-13,-4.079980632438e-19,3.966180033408e-08,3.413017118523e-12,-8.450568202706e-25,4.280769691875e-08,3.412991120500e-12
6.000000000000e-02,-7.735509428526e-13,1.638346053929e-07,-9.779278582222e-12,-2.971899946986e-18,2.116413335457e-07,1.847941270728e-11,-1.573494116018e-23,2.182731992351e-07,1.847927194410e-11
8.000000000000e-02,-2.658999976392e-12,6.290563797125e-07,-1.262630382962e-10,1.955158801510e-17,9.079973802548e-07,8.134406097317e-11,5.331777892447e-23,9.205456576274e-07,8.134344135236e-11
1.000000000000e-01,-1.162701540288e-11,2.071828104282e-06,-9.872974728040e-10,-1.332055171127e-17,3.369012882656e-06,3.091027368630e-10,-6.648313259315e-22,3.393643097511e-06,3.091003823463e-10
1.200000000000e-01,-4.486953593994e-11,5.821212967943e-06,-6.056028808089e-09,-2.483754377154e-16,1.095141407872e-05,1.029263682857e-09,1.720106754957e-21,1.101297329228e-05,1.029255842692e-09
1.400000000000e-01,-1.432804605785e-10,1.351805504557e-05,-3.145190367504e-08,3.827729142903e-16,3.137200840866e-05,3.015383005853e-09,-2.339579401249e-21,3.154885331205e-05,3.015360036945e-09
1.600000000000e-01,-4.459878144713e-10,2.397133889258e-05,-1.431988120129e-07,8.921768911510e-16,7.932244792429e-05,7.781242402955e-09,-3.271033054251e-20,7.982969405511e-05,7.781183131386e-09
1.800000000000e-01,-1.407969220120e-09,2.329916662091e-05,-5.830547978137e-07,-4.257771370314e-15,1.771335407164e-04,1.769288396840e-08,7.107756811965e-20,1.784918992758e-04,1.769274919762e-08
2.000000000000e-01,-4.506397708179e-09,-3.549658491536e-05,-2.150416409536e-06,-8.346323279249e-15,3.493843569018e-04,3.545208690396e-08,-2.648681322970e-19,3.527007367408e-04,3.545181685785e-08
