t,w_julia,w_fem,w_matlab_aprfun3
0.2790000000000002,3.63090998071209e-5,3.6543e-5,3.279e-5
0.2800000000000002,3.59541617500666e-5,3.6543e-5,3.279e-5
0.2810000000000002,3.5643088354299657e-5,3.6543e-5,3.279e-5
0.2820000000000002,3.5394871452739886e-5,3.61404e-5,3.207e-5
0.2830000000000002,3.5218087635870105e-5,3.61404e-5,3.207e-5
0.2840000000000002,3.510903943777772e-5,3.57019e-5,3.133e-5
0.2850000000000002,3.505187877087563e-5,3.57019e-5,3.133e-5
0.2860000000000002,3.502077573215018e-5,3.57019e-5,3.133e-5
0.2870000000000002,3.498385468482423e-5,3.52296e-5,3.058e-5
0.2880000000000002,3.49083104332395e-5,3.52296e-5,3.058e-5
0.2890000000000002,3.476589384994992e-5,3.47293e-5,2.982e-5
0.2900000000000002,3.4537859860953115e-5,3.47293e-5,2.982e-5
0.2910000000000002,3.42185229765236e-5,3.47293e-5,2.982e-5
0.2920000000000002,3.381676411296058e-5,3.4207e-5,2.904e-5
0.2930000000000002,3.335515000351e-5,3.4207e-5,2.904e-5
0.2940000000000002,3.286671448748751e-5,3.36664e-5,2.826e-5
0.2950000000000002,3.238984687160299e-5,3.36664e-5,2.826e-5
0.2960000000000002,3.196206987914711e-5,3.36664e-5,2.826e-5
0.2970000000000002,3.1613709060476875e-5,3.31059e-5,2.747e-5
0.2980000000000002,3.136251501855169e-5,3.31059e-5,2.747e-5
0.2990000000000002,3.121018277835755e-5,3.25191e-5,2.667e-5
0.3000000000000002,3.1141431611406716e-5,3.25191e-5,2.667e-5
0.3010000000000002,3.112590434199305e-5,3.25191e-5,2.667e-5
0.3020000000000002,3.112268080585121e-5,3.18998e-5,2.586e-5
0.3030000000000002,3.108675158998431e-5,3.18998e-5,2.586e-5
0.3040000000000002,3.097644171497452e-5,3.12482e-5,2.505e-5
0.3050000000000002,3.076057329805095e-5,3.12482e-5,2.505e-5
0.3060000000000002,3.042415147889514e-5,3.12482e-5,2.505e-5
0.3070000000000002,2.9971557591701962e-5,3.05712e-5,2.423e-5
0.3080000000000002,2.9426612211167814e-5,3.05712e-5,2.423e-5
0.3090000000000002,2.882937163998879e-5,2.98761e-5,2.341e-5
0.3100000000000002,2.823006519735933e-5,2.98761e-5,2.341e-5
0.3110000000000002,2.768107756151479e-5,2.98761e-5,2.341e-5
0.3120000000000002,2.7228245054903884e-5,2.91669e-5,2.258e-5
0.3130000000000002,2.690290068302999e-5,2.91669e-5,2.258e-5
0.3140000000000002,2.6716034281784113e-5,2.8446e-5,2.176e-5
0.3150000000000002,2.6655633581344078e-5,2.8446e-5,2.176e-5
0.3160000000000002,2.6687780667714894e-5,2.8446e-5,2.176e-5
0.3170000000000002,2.6761471117674183e-5,2.77172e-5,2.094e-5
0.3180000000000002,2.6816497233112742e-5,2.77172e-5,2.094e-5
0.31900000000000023,2.679319645116113e-5,2.69858e-5,2.012e-5
0.32000000000000023,2.6642505052600117e-5,2.69858e-5,2.012e-5
0.32100000000000023,2.633464328086609e-5,2.69858e-5,2.012e-5
0.32200000000000023,2.5864919806167364e-5,2.62549e-5,1.93e-5
0.32300000000000023,2.5255565022655428e-5,2.62549e-5,1.93e-5
0.32400000000000023,2.455312379160635e-5,2.55248e-5,1.848e-5
0.32500000000000023,2.3821663036509297e-5,2.55248e-5,1.848e-5
0.32600000000000023,2.3132761005907845e-5,2.55248e-5,1.848e-5
0.32700000000000023,2.255382354191836e-5,2.47947e-5,1.767e-5
0.32800000000000024,2.2136616208181692e-5,2.47947e-5,1.767e-5
0.32900000000000024,2.1907942642214542e-5,2.40659e-5,1.687e-5
0.33000000000000024,2.186411971983963e-5,2.40659e-5,1.687e-5
0.33100000000000024,2.1970332639999155e-5,2.40659e-5,1.687e-5
0.33200000000000024,2.2165180872688292e-5,2.33414e-5,1.607e-5
0.33300000000000024,2.2369869690511724e-5,2.33414e-5,1.607e-5
0.33400000000000024,2.2500701398204936e-5,2.26223e-5,1.528e-5
0.33500000000000024,2.2482911584302553e-5,2.26223e-5,1.528e-5
0.33600000000000024,2.2263588592408933e-5,2.26223e-5,1.528e-5
0.33700000000000024,2.1821472991641408e-5,2.19059e-5,1.45e-5
0.33800000000000024,2.117186372646308e-5,2.19059e-5,1.45e-5
0.33900000000000025,2.0365602598899984e-5,2.11873e-5,1.373e-5
0.34000000000000025,1.9482057439416526e-5,2.11873e-5,1.373e-5
0.34100000000000025,1.86170265755512e-5,2.11873e-5,1.373e-5
0.34200000000000025,1.7867377440794324e-5,2.04622e-5,1.297e-5
0.34300000000000025,1.731485646714462e-5,2.04622e-5,1.297e-5
0.34400000000000025,1.7011749789789203e-5,1.97285e-5,1.223e-5
0.34500000000000025,1.6970877780077233e-5,1.97285e-5,1.223e-5
0.34600000000000025,1.7161785147152274e-5,1.97285e-5,1.223e-5
0.34700000000000025,1.7514028283173382e-5,1.89878e-5,1.15e-5
0.34800000000000025,1.792730919437805e-5,1.89878e-5,1.15e-5
0.34900000000000025,1.828704588172745e-5,1.82455e-5,1.078e-5
0.35000000000000026,1.8482996733746575e-5,1.82455e-5,1.078e-5
0.35100000000000026,1.8427942657794936e-5,1.82455e-5,1.078e-5
0.35200000000000026,1.8073293771232073e-5,1.75084e-5,1.008e-5
0.35300000000000026,1.7418870935405594e-5,1.75084e-5,1.008e-5
0.35400000000000026,1.651497408194394e-5,1.67816e-5,9.396e-6
0.35500000000000026,1.545606477554563e-5,1.67816e-5,9.396e-6
0.35600000000000026,1.4366770557797585e-5,1.67816e-5,9.396e-6
0.35700000000000026,1.3382238303124641e-5,1.60672e-5,8.73e-6
0.35800000000000026,1.262589861563693e-5,1.60672e-5,8.73e-6
0.35900000000000026,1.2188267095608864e-5,1.53654e-5,8.083e-6
0.36000000000000026,1.2110386349685306e-5,1.53654e-5,8.083e-6
0.36100000000000027,1.2374883877181986e-5,1.53654e-5,8.083e-6
0.36200000000000027,1.2906465653754854e-5,1.46746e-5,7.455e-6
0.36300000000000027,1.3582155593386592e-5,1.46746e-5,7.455e-6
0.36400000000000027,1.4249966225118041e-5,1.39921e-5,6.848e-6
0.36500000000000027,1.4753214404755363e-5,1.39921e-5,6.848e-6
0.36600000000000027,1.4956631623889493e-5,1.39921e-5,6.848e-6
0.36700000000000027,1.4769957419806774e-5,1.33171e-5,6.262e-6
0.36800000000000027,1.4164949068323354e-5,1.33171e-5,6.262e-6
0.36900000000000027,1.3182679159095269e-5,1.26538e-5,5.698e-6
0.3700000000000003,1.192949557624265e-5,1.26538e-5,5.698e-6
0.3710000000000003,1.056185631413362e-5,1.26538e-5,5.698e-6
0.3720000000000003,9.262129172882484e-6,1.20084e-5,5.158e-6
0.3730000000000003,8.209049684987351e-6,1.20084e-5,5.158e-6
0.3740000000000003,7.547578943179624e-6,1.13834e-5,4.641e-6
0.3750000000000003,7.363197550363349e-6,1.13834e-5,4.641e-6
0.3760000000000003,7.665132554615905e-6,1.13834e-5,4.641e-6
0.3770000000000003,8.381697718533216e-6,1.07747e-5,4.148e-6
0.3780000000000003,9.369023416054014e-6,1.07747e-5,4.148e-6
0.3790000000000003,1.0432256798738147e-5,1.01757e-5,3.681e-6
0.3800000000000003,1.1356182460201546e-5,1.01757e-5,3.681e-6
0.3810000000000003,1.1940508889405717e-5,1.01757e-5,3.681e-6
0.3820000000000003,1.203408984883213e-5,9.58254e-6,3.24e-6
0.3830000000000003,1.1562295649333447e-5,9.58254e-6,3.24e-6
0.3840000000000003,1.0542663418098335e-5,8.99521e-6,2.825e-6
0.3850000000000003,9.085723630356994e-6,8.99521e-6,2.825e-6
0.3860000000000003,7.38026036556855e-6,8.99521e-6,2.825e-6
0.3870000000000003,5.664843143391411e-6,8.41494e-6,2.436e-6
0.3880000000000003,4.189845120072185e-6,8.41494e-6,2.436e-6
0.3890000000000003,3.1759292481852717e-6,7.84292e-6,2.076e-6
0.3900000000000003,2.7758199184196695e-6,7.84292e-6,2.076e-6
0.3910000000000003,3.0459048039139245e-6,7.84292e-6,2.076e-6
0.3920000000000003,3.932830823566611e-6,7.28037e-6,1.743e-6
0.3930000000000003,5.277955628409186e-6,7.28037e-6,1.743e-6
0.3940000000000003,6.839639993906543e-6,6.72823e-6,1.439e-6
0.3950000000000003,8.330375351420166e-6,6.72823e-6,1.439e-6
0.3960000000000003,9.463130739775664e-6,6.72823e-6,1.439e-6
0.3970000000000003,9.999527466426428e-6,6.18734e-6,1.164e-6
0.3980000000000003,9.7918394022532e-6,6.18734e-6,1.164e-6
0.3990000000000003,8.811522212219557e-6,5.65986e-6,9.19e-7
0.4000000000000003,7.158931950218734e-6,5.65986e-6,9.19e-7
0.4010000000000003,5.05182611220258e-6,5.65986e-6,9.19e-7
0.4020000000000003,2.793697493521114e-6,5.14967e-6,7.034e-7
0.4030000000000003,7.264155771553938e-7,5.14967e-6,7.034e-7
0.4040000000000003,-8.255333850669186e-7,4.66033e-6,5.178e-7
0.4050000000000003,-1.6102051053207466e-6,4.66033e-6,5.178e-7
0.4060000000000003,-1.4934788489422226e-6,4.66033e-6,5.178e-7
0.4070000000000003,-4.864560968481413e-7,4.19347e-6,3.626e-7
