t,p_trixi_0_4_0_0_,p_dibem_0_4_0_0_,p_exact_0_4_0_0_,p_trixi_0_7_0_0_,p_dibem_0_7_0_0_,p_exact_0_7_0_0_,p_trixi_0_5_0_5_,p_dibem_0_5_0_5_,p_exact_0_5_0_5_
0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
1.000000000000e-02,-1.939299757473e-16,3.802103431461e-10,6.832089633106e-14,-3.773458235785e-26,4.517997890025e-10,6.832229678707e-14,-1.890006300531e-36,3.575502434550e-10,6.832341624699e-14
2.000000000000e-02,-6.983327956840e-15,1.852616075114e-09,3.866340571117e-13,-1.041169441871e-21,2.166410217439e-09,3.866419861807e-13,-2.955904690355e-28,1.923624227930e-09,3.866483213337e-13
3.000000000000e-02,-4.740964941101e-14,6.379251945428e-09,1.272831159384e-12,-3.666126228080e-20,6.697799494182e-09,1.272857288384e-12,-3.679594886695e-26,6.675479257578e-09,1.272878144257e-12
4.000000000000e-02,-1.742325103767e-13,1.888466604837e-08,3.412838775072e-12,-4.079980632438e-19,1.546771277489e-08,3.412908970947e-12,-8.450568202706e-25,1.965356821476e-08,3.412964891870e-12
5.000000000000e-02,-4.150421009883e-13,4.784295217027e-08,8.214581155342e-12,-1.804221724100e-18,3.811560432132e-08,8.214750758357e-12,-6.534486253827e-24,4.724569892753e-08,8.214885357887e-12
6.000000000000e-02,-7.735509428526e-13,1.091175760684e-07,1.847844281600e-11,-2.971899946986e-18,8.752129188658e-08,1.847882715427e-11,-1.573494116018e-23,1.018347780940e-07,1.847912993226e-11
7.000000000000e-02,-1.355105740150e-12,2.376111783757e-07,3.956374477809e-11,2.048111449076e-18,1.929414783508e-07,3.956457940724e-11,1.911260710071e-24,2.127314620793e-07,3.956522767751e-11
8.000000000000e-02,-2.658999976392e-12,4.872642231285e-07,8.133972090721e-11,1.955158801510e-17,4.087347780847e-07,8.134148344313e-11,5.331777892447e-23,4.361093196203e-07,8.134281623518e-11
9.000000000000e-02,-5.602129939591e-12,9.618459753299e-07,1.612785990360e-10,2.933983362894e-17,8.275142567781e-07,1.612822716332e-10,-1.048356253455e-22,8.640204829658e-07,1.612849142642e-10
1.000000000000e-01,-1.162701540288e-11,1.842856372169e-06,3.090852505474e-10,-1.332055171127e-17,1.604639939137e-06,3.090929424129e-10,-6.648313259315e-22,1.654720782433e-06,3.090980069412e-10
1.100000000000e-01,-2.352483161250e-11,3.423451931294e-06,5.731913395813e-10,-1.415456468786e-16,2.996053887831e-06,5.732079178952e-10,-6.507539136176e-22,3.063776177716e-06,5.732173099882e-10
1.200000000000e-01,-4.486953593994e-11,6.164389934602e-06,1.029193395763e-09,-2.483754377154e-16,5.394882256285e-06,1.029231068862e-09,1.720106754957e-21,5.489796386792e-06,1.029247932970e-09
1.300000000000e-01,-8.115986026021e-11,1.076980758417e-05,1.789802410313e-09,-1.259063110838e-16,9.383031396251e-06,1.789894005045e-09,4.137283142961e-21,9.524552604760e-06,1.789923332714e-09
1.400000000000e-01,-1.432804605785e-10,1.825042725529e-05,3.015050047132e-09,3.827729142903e-16,1.574939878124e-05,3.015287458320e-09,-2.339579401249e-21,1.600818060861e-05,3.015336864259e-09
1.500000000000e-01,-2.536190258435e-10,3.002025340494e-05,4.920400261093e-09,9.928009342013e-16,2.563551377327e-05,4.921043742780e-09,-2.243095616552e-20,2.606313401815e-05,4.921124374880e-09
1.600000000000e-01,-4.459878144713e-10,4.792461799607e-05,7.779215583234e-09,8.921768911510e-16,4.042755948272e-05,7.780995840989e-09,-3.271033054251e-20,4.111448068390e-05,7.781123333930e-09
1.700000000000e-01,-7.808438180772e-10,7.425489311206e-05,1.191504653553e-08,-7.647105234513e-16,6.177202561832e-05,1.191997335561e-08,2.130797265904e-21,6.284083429515e-05,1.192016866642e-08
1.800000000000e-01,-1.407969220120e-09,1.116806528520e-04,1.767886831692e-08,-4.257771370314e-15,9.143794726658e-05,1.769232333941e-08,7.107756811965e-20,9.306749107778e-05,1.769261323137e-08
1.900000000000e-01,-2.531892432969e-09,1.630804780387e-04,2.540702441645e-08,-7.735887977718e-15,1.311221009516e-04,2.544299636305e-08,3.115376823121e-20,1.335629892968e-04,2.544341325081e-08
2.000000000000e-01,-4.506397708179e-09,2.312528537130e-04,3.535721585196e-08,-8.346323279249e-15,1.821535712456e-04,3.545096354570e-08,-2.648681322970e-19,1.857366948688e-04,3.545154441567e-08
2.100000000000e-01,-8.047514631941e-09,3.185257601753e-04,4.762155396997e-08,-3.003565456091e-15,2.451474919606e-04,4.785924217997e-08,-7.652337855916e-19,2.502942163852e-04,4.786002636155e-08
2.200000000000e-01,-1.436131002201e-08,4.262829122553e-04,6.201532224569e-08,7.670679830578e-15,3.196286427189e-04,6.260118651809e-08,-9.727229908268e-19,3.268463042658e-04,6.260221224944e-08
2.300000000000e-01,-2.515729694231e-08,5.544621112659e-04,7.793368256843e-08,1.688770741764e-14,4.037418436902e-04,7.933757280909e-08,-5.736456032363e-19,4.135995246021e-04,7.933887277191e-08
2.400000000000e-01,-4.334934266823e-08,7.011005179774e-04,9.414974393244e-08,1.223252185774e-14,4.941030064740e-04,9.742159920213e-08,-3.472648368817e-19,5.071727827740e-04,9.742319547189e-08
2.500000000000e-01,-7.509814291009e-08,8.620278970204e-04,1.084867404031e-07,-2.702401871828e-14,5.858818816101e-04,1.159075855070e-07,-3.643213621929e-18,6.026540035837e-04,1.159094846792e-07
2.600000000000e-01,-1.276288716491e-07,1.030756904819e-03,1.172209280169e-07,-1.143452102078e-13,6.731625385802e-04,1.336130552018e-07,-1.420226687466e-17,6.939328323145e-04,1.336152444858e-07
2.700000000000e-01,-2.128432820020e-07,1.198611075177e-03,1.139406095644e-07,-2.578682671562e-13,7.495769881389e-04,1.492335507485e-07,-3.376940874455e-17,7.742893638142e-04,1.492359959959e-07
2.800000000000e-01,-3.551622862514e-07,1.355070501835e-03,8.737207307492e-08,-4.610292276012e-13,8.091336883917e-04,1.614970755040e-07,-6.214359417498e-17,8.371950457833e-04,1.614997217519e-07
2.900000000000e-01,-5.875481525602e-07,1.488290629337e-03,1.734453856084e-08,-7.136843714033e-13,8.471036954041e-04,1.693337415581e-07,-1.064995276987e-16,8.771858401472e-04,1.693365164352e-07
3.000000000000e-01,-9.577076867737e-07,1.585680963116e-03,-1.324527548604e-07,-1.015258371456e-12,8.608066755867e-04,1.720295349115e-07,-2.081554582058e-16,8.906578106064e-04,1.720323547749e-07
3.100000000000e-01,-1.550214524499e-06,1.634465317318e-03,-4.270399772000e-07,-1.398548600751e-12,8.501299804252e-04,1.693336174874e-07,-4.839355809492e-16,8.764137476921e-04,1.693363960234e-07
3.200000000000e-01,-2.518264358239e-06,1.622135322040e-03,-9.812695066012e-07,-1.991138320802e-12,8.176670795095e-04,1.614968211926e-07,-1.207661255529e-15,8.358633275113e-04,1.614994809337e-07
3.300000000000e-01,-4.045221130232e-06,1.536751178661e-03,-1.994251761341e-06,-3.057899372446e-12,7.684363500661e-04,1.492331446291e-07,-2.767544363657e-15,7.728233160681e-04,1.492356347650e-07
3.400000000000e-01,-6.425960750973e-06,1.367132797623e-03,-3.803810692469e-06,-5.116045808156e-12,7.092216483202e-04,1.336124299938e-07,-5.825161849841e-15,6.929644789268e-04,1.336147628448e-07
3.500000000000e-01,-1.030663474437e-05,1.102973618900e-03,-6.970072489395e-06,-9.463761509796e-12,6.476498510976e-04,1.159065399200e-07,-1.223744136737e-14,6.030274653784e-04,1.159088826284e-07
3.600000000000e-01,-1.641949702687e-05,7.349864139318e-04,-1.239984113913e-05,-1.795557769387e-11,5.911889736823e-04,9.741955202104e-08,-2.576310876272e-14,5.099326885682e-04,9.742247301161e-08
3.700000000000e-01,-2.591574429983e-05,2.551327451782e-04,-2.152564065375e-05,-3.345840442037e-11,5.462252240292e-04,7.933290285334e-08,-5.470153466239e-14,4.199877680445e-04,7.933802989995e-08
3.800000000000e-01,-4.091861642990e-05,-3.430206279596e-04,-3.655433829083e-05,-6.104212665927e-11,5.173383249667e-04,6.258952258335e-08,-1.191280938928e-13,3.382840074310e-04,6.260124896189e-08
3.900000000000e-01,-6.464705571971e-05,-1.063775026959e-03,-6.079879613987e-05,-1.080171338877e-10,5.068923625163e-04,4.782918367136e-08,-2.621563987777e-13,2.683635832957e-04,4.785894265195e-08
4.000000000000e-01,-1.009835968882e-04,-1.908700908420e-03,-9.910028527045e-05,-1.828675801292e-10,5.149160601866e-04,3.537372840014e-08,-5.560067993035e-13,2.121602115954e-04,3.545034024606e-08
4.100000000000e-01,-1.559248907583e-04,-2.876009398015e-03,-1.583374073057e-04,-2.993866110380e-10,5.392464439915e-04,2.524819287243e-08,-1.136586773644e-12,1.701637061510e-04,2.544208849336e-08
4.200000000000e-01,-2.411684240750e-04,-3.959996696307e-03,-2.479970477425e-04,-4.892603253948e-10,5.758524034663e-04,1.721304023758e-08,-2.350194623239e-12,1.417284336845e-04,1.769116742273e-08
4.300000000000e-01,-3.667672391222e-04,-5.150628804977e-03,-3.807531718090e-04,-7.939077195484e-10,6.192530298119e-04,1.077215487110e-08,-4.740058945613e-12,1.254395558923e-04,1.191860019110e-08
4.400000000000e-01,-5.475478720402e-04,-6.433332234417e-03,-5.729603704299e-04,-1.290550911705e-09,6.629454669614e-04,5.106333963672e-09,-9.363273606163e-12,1.194605506810e-04,7.779426775633e-09
4.500000000000e-01,-8.089218020718e-04,-7.789007671042e-03,-8.449238672777e-04,-2.146082085577e-09,6.998047098087e-04,-1.145282490743e-09,-1.875597856130e-11,1.218129949150e-04,4.919282289449e-09
4.600000000000e-01,-1.174290957895e-03,-9.194286189909e-03,-1.220762659270e-03,-3.605966737247e-09,7.224115695505e-04,-1.038530123213e-08,-3.760523459266e-11,1.305646959512e-04,3.013294979773e-09
4.700000000000e-01,-1.666645133416e-03,-1.062197352399e-02,-1.727648130469e-03,-6.000979749438e-09,7.233244708716e-04,-2.706349207434e-08,-7.402606804334e-11,1.439303289804e-04,1.787518716674e-09
4.800000000000e-01,-2.317783794184e-03,-1.204167530357e-02,-2.394191172780e-03,-9.859210904995e-09,6.952815886093e-04,-5.957378218184e-08,-1.442578568953e-10,1.602986852056e-04,1.026008337670e-09
4.900000000000e-01,-3.165775670134e-03,-1.342053875021e-02,-3.247783024897e-03,-1.606101917740e-08,6.313784684172e-04,-1.236956450918e-07,-2.848368739274e-10,1.782041957405e-04,5.678204622597e-10
5.000000000000e-01,-4.218474399329e-03,-1.472408299711e-02,-4.310784093585e-03,-2.550546585009e-08,5.252159084823e-04,-2.486519146784e-07,-5.519801771360e-10,1.962812881153e-04,2.979652819914e-10
5.100000000000e-01,-5.486352873513e-03,-1.591708268991e-02,-5.595610583984e-03,-3.968080602964e-08,3.710415922779e-04,-4.874878696041e-07,-1.049095100292e-09,2.131980231739e-04,1.350485589213e-10
5.200000000000e-01,-6.983690519136e-03,-1.696447018362e-02,-7.098989194978e-03,-6.207666408256e-08,1.638925049959e-04,-9.343912883199e-07,-2.033561490506e-09,2.275978937276e-04,1.626789354040e-11
5.300000000000e-01,-8.665599478485e-03,-1.783223707366e-02,-8.795917397939e-03,-9.755722960605e-08,-1.002555151897e-04,-1.752832385566e-06,-3.914270907129e-09,2.380524615189e-04,-1.225997697735e-10
5.400000000000e-01,-1.047861935036e-02,-1.848831287403e-02,-1.063414353262e-02,-1.546824340698e-07,-4.243553499389e-04,-3.220035541833e-06,-7.424946223384e-09,2.430284421976e-04,-3.793717413390e-10
5.500000000000e-01,-1.234539236027e-02,-1.890340447696e-02,-1.253021148414e-02,-2.505287209683e-07,-8.101455457070e-04,-5.795253953708e-06,-1.411404022093e-08,2.408678188377e-04,-9.452811049715e-10
5.600000000000e-01,-1.414194258331e-02,-1.905177661765e-02,-1.436823173242e-02,-4.147537514473e-07,-1.258031213756e-03,-1.022141582458e-05,-2.706160254605e-08,2.297802628835e-04,-2.223084851401e-09
5.700000000000e-01,-1.573508479257e-02,-1.891196660023e-02,-1.600247751254e-02,-6.846760619343e-07,-1.766976269673e-03,-1.767153913954e-05,-5.105025166256e-08,2.078455017447e-04,-5.061647310163e-09
5.800000000000e-01,-1.697833699530e-02,-1.846741032078e-02,-1.726461277064e-02,-1.115937574664e-06,-2.334424295929e-03,-2.995216278738e-05,-9.461273186755e-08,1.730299224162e-04,-1.121425964007e-08
