t,p_dibem_0_4_0_0_,p_exact_0_4_0_0_,error_0_4_0_0_,p_dibem_0_7_0_0_,p_exact_0_7_0_0_,error_0_7_0_0_,p_dibem_0_5_0_5_,p_exact_0_5_0_5_,error_0_5_0_5_
0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
1.000000000000e-02,3.802103431461e-10,6.832089633106e-14,3.801420222498e-10,4.517997890025e-10,6.832229678707e-14,4.517314667058e-10,3.575502434550e-10,6.832341624699e-14,3.574819200388e-10
2.000000000000e-02,1.852616075114e-09,3.866340571117e-13,1.852229441057e-09,2.166410217439e-09,3.866419861807e-13,2.166023575453e-09,1.923624227930e-09,3.866483213337e-13,1.923237579609e-09
3.000000000000e-02,6.379251945428e-09,1.272831159384e-12,6.377979114269e-09,6.697799494182e-09,1.272857288384e-12,6.696526636894e-09,6.675479257578e-09,1.272878144257e-12,6.674206379434e-09
4.000000000000e-02,1.888466604837e-08,3.412838775072e-12,1.888125320960e-08,1.546771277489e-08,3.412908970947e-12,1.546429986592e-08,1.965356821476e-08,3.412964891870e-12,1.965015524987e-08
5.000000000000e-02,4.784295217027e-08,8.214581155342e-12,4.783473758912e-08,3.811560432132e-08,8.214750758357e-12,3.810738957056e-08,4.724569892753e-08,8.214885357887e-12,4.723748404217e-08
6.000000000000e-02,1.091175760684e-07,1.847844281600e-11,1.090990976256e-07,8.752129188658e-08,1.847882715427e-11,8.750281305942e-08,1.018347780940e-07,1.847912993226e-11,1.018162989640e-07
7.000000000000e-02,2.376111783757e-07,3.956374477809e-11,2.375716146309e-07,1.929414783508e-07,3.956457940724e-11,1.929019137714e-07,2.127314620793e-07,3.956522767751e-11,2.126918968517e-07
8.000000000000e-02,4.872642231285e-07,8.133972090721e-11,4.871828834076e-07,4.087347780847e-07,8.134148344313e-11,4.086534366013e-07,4.361093196203e-07,8.134281623518e-11,4.360279768041e-07
9.000000000000e-02,9.618459753299e-07,1.612785990360e-10,9.616846967308e-07,8.275142567781e-07,1.612822716332e-10,8.273529745065e-07,8.640204829658e-07,1.612849142642e-10,8.638591980515e-07
