t,x,p_dibem,p_exact,error
8.000000000000e-01,-1.400000000000e+00,-9.049827543752e-06,-3.935429271516e-12,-9.049823608323e-06
8.000000000000e-01,-1.200000000000e+00,6.609879136673e-06,-3.936218802623e-12,6.609883072892e-06
8.000000000000e-01,-1.000000000000e+00,4.154751752242e-04,-6.287966597172e-11,4.154752381039e-04
8.000000000000e-01,-8.000000000000e-01,-3.684711849709e-03,-7.030580413020e-05,-3.614406045579e-03
8.000000000000e-01,-6.000000000000e-01,-9.556799601545e-03,-1.477166462121e-02,5.214865019662e-03
8.000000000000e-01,-4.000000000000e-01,3.311159317625e-02,1.007407872825e-02,2.303751444800e-02
8.000000000000e-01,-2.000000000000e-01,-3.858553149882e-02,-2.823873113805e-03,-3.576165838501e-02
8.000000000000e-01,7.632783294298e-17,-2.304284300919e-02,-1.325813449681e-03,-2.171702955951e-02
8.000000000000e-01,2.000000000000e-01,-3.858553151869e-02,-2.823873113805e-03,-3.576165840488e-02
8.000000000000e-01,4.000000000000e-01,3.311159318390e-02,1.007407872825e-02,2.303751445566e-02
8.000000000000e-01,6.000000000000e-01,-9.556799475078e-03,-1.477166462121e-02,5.214865146129e-03
8.000000000000e-01,8.000000000000e-01,-3.684711845836e-03,-7.030580413020e-05,-3.614406041706e-03
8.000000000000e-01,1.000000000000e+00,4.154751098006e-04,-6.287966597172e-11,4.154751726803e-04
8.000000000000e-01,1.200000000000e+00,6.609911441577e-06,-3.936218802623e-12,6.609915377796e-06
8.000000000000e-01,1.400000000000e+00,-9.049765343406e-06,-3.935429271516e-12,-9.049761407977e-06
1.600000000000e+00,-1.400000000000e+00,-6.330281922871e-03,-9.752065417123e-03,3.421783494252e-03
1.600000000000e+00,-1.200000000000e+00,9.202774664280e-03,5.952317371760e-03,3.250457292520e-03
1.600000000000e+00,-1.000000000000e+00,5.251912876677e-03,-1.182816301179e-03,6.434729177856e-03
1.600000000000e+00,-8.000000000000e-01,-1.459252247867e-02,-2.813533048028e-04,-1.431116917387e-02
1.600000000000e+00,-6.000000000000e-01,7.495901740686e-03,-1.371137370091e-04,7.633015477695e-03
1.600000000000e+00,-4.000000000000e-01,5.199159281386e-03,-8.961573982450e-05,5.288775021211e-03
1.600000000000e+00,-2.000000000000e-01,1.901120714579e-02,-7.109053498582e-05,1.908229768077e-02
1.600000000000e+00,7.632783294298e-17,-2.781278057127e-02,-6.602009162250e-05,-2.774676047965e-02
1.600000000000e+00,2.000000000000e-01,1.901120685445e-02,-7.109053498582e-05,1.908229738944e-02
1.600000000000e+00,4.000000000000e-01,5.199158702076e-03,-8.961573982450e-05,5.288774441900e-03
1.600000000000e+00,6.000000000000e-01,7.495900856126e-03,-1.371137370091e-04,7.633014593135e-03
1.600000000000e+00,8.000000000000e-01,-1.459252352281e-02,-2.813533048028e-04,-1.431117021801e-02
1.600000000000e+00,1.000000000000e+00,5.251911747332e-03,-1.182816301179e-03,6.434728048511e-03
1.600000000000e+00,1.200000000000e+00,9.202773505117e-03,5.952317371760e-03,3.250456133356e-03
1.600000000000e+00,1.400000000000e+00,-6.330283120088e-03,-9.752065417123e-03,3.421782297035e-03
2.200000000000e+00,-1.400000000000e+00,-3.215486716482e-03,-2.078266281688e-04,-3.007660088313e-03
2.200000000000e+00,-1.200000000000e+00,8.770233830941e-03,-9.341126645176e-05,8.863645097392e-03
2.200000000000e+00,-1.000000000000e+00,-1.583764337148e-03,-5.470588121337e-05,-1.529058455935e-03
2.200000000000e+00,-8.000000000000e-01,-1.095990241919e-02,-3.748153379708e-05,-1.092242088539e-02
