t,p_trixi_0_9_0_0_,p_dibem_0_9_0_0_,p_exact_0_9_0_0_,p_trixi_0_0_0_9_,p_dibem_0_0_0_9_,p_exact_0_0_0_9_,p_trixi_0_65_0_65_,p_dibem_0_65_0_65_,p_exact_0_65_0_65_
0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
2.000000000000e-02,-9.395049693301e-20,1.586732791405e-06,1.519617868895e-14,-9.047964281585e-22,1.590160491915e-06,-2.467402530498e-14,-6.854641309544e-28,1.843884092559e-07,3.396209944455e-14
4.000000000000e-02,-2.692399519585e-17,1.154905289739e-05,3.698496897987e-13,-9.570465804247e-19,1.158772366065e-05,-6.438616151675e-13,-5.443120889621e-24,1.343809479597e-06,7.736486298970e-13
6.000000000000e-02,2.220713733922e-16,4.821073028039e-05,2.994081312128e-12,-3.100824297973e-17,4.844224476586e-05,-5.596331531414e-12,-9.886776800089e-23,5.618373395495e-06,5.527984151723e-12
8.000000000000e-02,-2.564398407291e-16,1.550819328771e-04,1.542991160910e-11,-1.207206259249e-16,1.560753290413e-04,-3.052738473745e-11,1.656657595189e-21,1.810328357924e-05,2.368362279989e-11
1.000000000000e-01,-6.805468625037e-15,4.206725359765e-04,6.141584416902e-11,3.888724138305e-16,4.241141418888e-04,-1.264154831185e-10,-1.050276774894e-20,4.919589294923e-05,7.382811085963e-11
1.200000000000e-01,3.518617042611e-14,9.910916584083e-04,2.048099150102e-10,1.410928882186e-15,1.001286935046e-03,-4.317743961356e-10,3.902614979848e-20,1.161480030854e-04,1.785931240481e-10
1.400000000000e-01,-2.238418617834e-14,2.048782383081e-03,5.952746715945e-10,-2.330137829627e-15,2.075383854039e-03,-1.268506210595e-09,3.394048179399e-20,2.407329896167e-04,3.259043818639e-10
1.600000000000e-01,-3.019755524549e-13,3.728208532223e-03,1.538973538940e-09,-9.320002235578e-15,3.790358017354e-03,-3.277132771531e-09,-8.672561385836e-19,4.396013946228e-04,3.404351562502e-10
1.800000000000e-01,5.554970930121e-13,5.973137822242e-03,3.579347522536e-09,2.063607544601e-15,6.104499063338e-03,-7.528364235186e-09,4.088261184755e-18,7.077577509496e-04,-4.109592365187e-10
2.000000000000e-01,1.584758619537e-12,8.408631045305e-03,7.542083939258e-09,3.164136571277e-14,8.661719408959e-03,-1.544936912267e-08,-2.334462253580e-18,1.003487699311e-03,-3.501340370010e-09
2.200000000000e-01,-4.995156118845e-12,1.034962657359e-02,1.446653831407e-08,9.111215620677e-15,1.079700163970e-02,-2.832224727337e-08,-5.338474600882e-17,1.248764849768e-03,-1.193565540386e-08
2.400000000000e-01,-1.131779302157e-11,1.101991874979e-02,2.533432052204e-08,-9.168553945721e-14,1.175003396731e-02,-4.617725885753e-08,1.026689550272e-16,1.353754064761e-03,-3.016054150036e-08
2.600000000000e-01,2.169862193655e-11,9.904148496425e-03,4.053432864261e-08,-6.782854492820e-14,1.101136415211e-02,-6.624114874304e-08,1.421591092514e-16,1.256715289682e-03,-6.291017970717e-08
2.800000000000e-01,4.755889645494e-11,7.018715563623e-03,5.908271935452e-08,2.719668405384e-13,8.589543353504e-03,-8.167384371988e-08,-1.960846869414e-15,9.548783031673e-04,-1.125285777781e-07
3.000000000000e-01,-1.547644679376e-10,2.911485304425e-03,7.775881930618e-08,2.577127924185e-13,5.011048442756e-03,-8.179925779981e-08,-9.111885539827e-16,5.045328090653e-04,-1.754227894244e-07
3.200000000000e-01,-5.888666521055e-10,-1.609701239297e-03,9.054441309934e-08,-1.910247405738e-12,1.052982148649e-03,-5.486991499203e-08,1.429679362945e-14,-9.667751329567e-06,-2.395588865385e-07
3.400000000000e-01,-5.833668538065e-10,-5.829569700253e-03,8.902121299896e-08,-5.842975387332e-12,-2.603238656472e-03,6.734322778846e-09,-1.267762397270e-14,-5.144363232664e-04,-2.853716433821e-07
3.600000000000e-01,-4.052501793455e-10,-9.344900769956e-03,6.445612489632e-08,-3.229895767759e-12,-5.585678861384e-03,1.007367454148e-07,-1.806442208534e-13,-9.721898790150e-04,-2.912466584472e-07
3.800000000000e-01,-5.316707398080e-09,-1.207356913525e-02,1.178086450675e-08,1.993367552726e-11,-7.837496011205e-03,2.117663019409e-07,-2.841718195076e-13,-1.381301860517e-03,-2.421098330690e-07
4.000000000000e-01,-2.745859243967e-08,-1.412692041680e-02,-6.573253577886e-08,5.150199598062e-11,-9.488392930046e-03,3.134448710407e-07,-5.110584398488e-13,-1.760889186495e-03,-1.371964399422e-07
4.200000000000e-01,-8.602220107254e-08,-1.566736745224e-02,-1.547854929075e-07,8.328937212099e-12,-1.071295958880e-02,3.760408142785e-07,-5.841942654470e-12,-2.134166251374e-03,7.358982551618e-09
4.400000000000e-01,-2.349097465593e-07,-1.682431106101e-02,-2.438918302744e-07,-2.447929494157e-10,-1.164794281058e-02,3.767598704492e-07,-3.162934060460e-11,-2.518697802148e-03,1.631696419386e-07
4.600000000000e-01,-6.630725887837e-07,-1.767302862257e-02,-3.898926350155e-07,-6.597106538133e-10,-1.237237361111e-02,3.078632798640e-07,-9.883802884840e-11,-2.923986082449e-03,2.996643267054e-07
4.800000000000e-01,-1.913875345220e-06,-1.824734972696e-02,-9.959174982169e-07,-6.718235567501e-10,-1.292112407568e-02,1.786724723387e-07,-2.476368709236e-10,-3.352968250986e-03,3.946608229817e-07
5.000000000000e-01,-5.425133875537e-06,-1.855905759776e-02,-3.765155356121e-06,7.368641658760e-10,-1.330487676909e-02,1.065089005061e-08,-7.275956110551e-10,-3.804287395355e-03,4.402043141161e-07
5.200000000000e-01,-1.482137734825e-05,-1.861181150020e-02,-1.435552616868e-05,3.562039139415e-09,-1.352443255538e-02,-1.719118327859e-07,-2.674552912168e-09,-4.273937282770e-03,4.411822551581e-07
5.400000000000e-01,-3.969016367277e-05,-1.840828430872e-02,-4.843290340503e-05,4.202800055949e-09,-1.357815538478e-02,-3.514459725280e-07,-9.736919347840e-09,-4.756142991168e-03,4.082940995299e-07
5.600000000000e-01,-1.067710231642e-04,-1.795298483435e-02,-1.431252655382e-04,-5.834884423241e-09,-1.346507638666e-02,-5.230213189809e-07,-3.253247481733e-08,-5.243771209177e-03,3.492257962574e-07
5.800000000000e-01,-2.788753721491e-04,-1.725307698142e-02,-3.744961580181e-04,-3.402840583982e-08,-1.318598441828e-02,-6.941129093574e-07,-9.840447226550e-08,-5.728540731941e-03,2.590964504127e-07
6.000000000000e-01,-6.746857386307e-04,-1.631845598685e-02,-8.756748390695e-04,-7.179707295853e-08,-1.274375978244e-02,-8.778183832316e-07,-2.707341847658e-07,-6.201178807041e-03,1.002402153233e-07
