t,p_dibem_0_9_0_0_,p_exact_0_9_0_0_,error_0_9_0_0_,p_dibem_0_0_0_9_,p_exact_0_0_0_9_,error_0_0_0_9_,p_dibem_0_65_0_65_,p_exact_0_65_0_65_,error_0_65_0_65_
0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
2.000000000000e-02,1.586732791405e-06,1.519617868895e-14,1.586732776209e-06,1.590160491915e-06,-2.467402530498e-14,1.590160516589e-06,1.843884092559e-07,3.396209944455e-14,1.843883752938e-07
4.000000000000e-02,1.154905289739e-05,3.698496897987e-13,1.154905252754e-05,1.158772366065e-05,-6.438616151675e-13,1.158772430451e-05,1.343809479597e-06,7.736486298970e-13,1.343808705948e-06
6.000000000000e-02,4.821073028039e-05,2.994081312128e-12,4.821072728631e-05,4.844224476586e-05,-5.596331531414e-12,4.844225036219e-05,5.618373395495e-06,5.527984151723e-12,5.618367867511e-06
8.000000000000e-02,1.550819328771e-04,1.542991160910e-11,1.550819174472e-04,1.560753290413e-04,-3.052738473745e-11,1.560753595687e-04,1.810328357924e-05,2.368362279989e-11,1.810325989561e-05
1.000000000000e-01,4.206725359765e-04,6.141584416902e-11,4.206724745606e-04,4.241141418888e-04,-1.264154831185e-10,4.241142683043e-04,4.919589294923e-05,7.382811085963e-11,4.919581912112e-05
1.200000000000e-01,9.910916584083e-04,2.048099150102e-10,9.910914535984e-04,1.001286935046e-03,-4.317743961356e-10,1.001287366821e-03,1.161480030854e-04,1.785931240481e-10,1.161478244923e-04
1.400000000000e-01,2.048782383081e-03,5.952746715945e-10,2.048781787806e-03,2.075383854039e-03,-1.268506210595e-09,2.075385122545e-03,2.407329896167e-04,3.259043818639e-10,2.407326637123e-04
1.600000000000e-01,3.728208532223e-03,1.538973538940e-09,3.728206993250e-03,3.790358017354e-03,-3.277132771531e-09,3.790361294487e-03,4.396013946228e-04,3.404351562502e-10,4.396010541877e-04
1.800000000000e-01,5.973137822242e-03,3.579347522536e-09,5.973134242895e-03,6.104499063338e-03,-7.528364235186e-09,6.104506591703e-03,7.077577509496e-04,-4.109592365187e-10,7.077581619089e-04
2.000000000000e-01,8.408631045305e-03,7.542083939258e-09,8.408623503221e-03,8.661719408959e-03,-1.544936912267e-08,8.661734858328e-03,1.003487699311e-03,-3.501340370010e-09,1.003491200652e-03
2.200000000000e-01,1.034962657359e-02,1.446653831407e-08,1.034961210705e-02,1.079700163970e-02,-2.832224727337e-08,1.079702996194e-02,1.248764849768e-03,-1.193565540386e-08,1.248776785423e-03
2.400000000000e-01,1.101991874979e-02,2.533432052204e-08,1.101989341547e-02,1.175003396731e-02,-4.617725885753e-08,1.175008014457e-02,1.353754064761e-03,-3.016054150036e-08,1.353784225303e-03
2.600000000000e-01,9.904148496425e-03,4.053432864261e-08,9.904107962097e-03,1.101136415211e-02,-6.624114874304e-08,1.101143039326e-02,1.256715289682e-03,-6.291017970717e-08,1.256778199861e-03
2.800000000000e-01,7.018715563623e-03,5.908271935452e-08,7.018656480903e-03,8.589543353504e-03,-8.167384371988e-08,8.589625027348e-03,9.548783031673e-04,-1.125285777781e-07,9.549908317451e-04
3.000000000000e-01,2.911485304425e-03,7.775881930618e-08,2.911407545606e-03,5.011048442756e-03,-8.179925779981e-08,5.011130242013e-03,5.045328090653e-04,-1.754227894244e-07,5.047082318548e-04
3.200000000000e-01,-1.609701239297e-03,9.054441309934e-08,-1.609791783710e-03,1.052982148649e-03,-5.486991499203e-08,1.053037018564e-03,-9.667751329567e-06,-2.395588865385e-07,-9.428192443028e-06
3.400000000000e-01,-5.829569700253e-03,8.902121299896e-08,-5.829658721466e-03,-2.603238656472e-03,6.734322778846e-09,-2.603245390795e-03,-5.144363232664e-04,-2.853716433821e-07,-5.141509516230e-04
3.600000000000e-01,-9.344900769956e-03,6.445612489632e-08,-9.344965226081e-03,-5.585678861384e-03,1.007367454148e-07,-5.585779598129e-03,-9.721898790150e-04,-2.912466584472e-07,-9.718986323565e-04
3.800000000000e-01,-1.207356913525e-02,1.178086450675e-08,-1.207358091612e-02,-7.837496011205e-03,2.117663019409e-07,-7.837707777507e-03,-1.381301860517e-03,-2.421098330690e-07,-1.381059750684e-03
4.000000000000e-01,-1.412692041680e-02,-6.573253577886e-08,-1.412685468427e-02,-9.488392930046e-03,3.134448710407e-07,-9.488706374917e-03,-1.760889186495e-03,-1.371964399422e-07,-1.760751990055e-03
4.200000000000e-01,-1.566736745224e-02,-1.547854929075e-07,-1.566721266674e-02,-1.071295958880e-02,3.760408142785e-07,-1.071333562962e-02,-2.134166251374e-03,7.358982551618e-09,-2.134173610356e-03
4.400000000000e-01,-1.682431106101e-02,-2.438918302744e-07,-1.682406716918e-02,-1.164794281058e-02,3.767598704492e-07,-1.164831957045e-02,-2.518697802148e-03,1.631696419386e-07,-2.518860971790e-03
4.600000000000e-01,-1.767302862257e-02,-3.898926350155e-07,-1.767263872993e-02,-1.237237361111e-02,3.078632798640e-07,-1.237268147439e-02,-2.923986082449e-03,2.996643267054e-07,-2.924285746776e-03
4.800000000000e-01,-1.824734972696e-02,-9.959174982169e-07,-1.824635380947e-02,-1.292112407568e-02,1.786724723387e-07,-1.292130274815e-02,-3.352968250986e-03,3.946608229817e-07,-3.353362911809e-03
5.000000000000e-01,-1.855905759776e-02,-3.765155356121e-06,-1.855529244241e-02,-1.330487676909e-02,1.065089005061e-08,-1.330488741998e-02,-3.804287395355e-03,4.402043141161e-07,-3.804727599669e-03
5.200000000000e-01,-1.861181150020e-02,-1.435552616868e-05,-1.859745597404e-02,-1.352443255538e-02,-1.719118327859e-07,-1.352426064354e-02,-4.273937282770e-03,4.411822551581e-07,-4.274378465025e-03
5.400000000000e-01,-1.840828430872e-02,-4.843290340503e-05,-1.835985140531e-02,-1.357815538478e-02,-3.514459725280e-07,-1.357780393881e-02,-4.756142991168e-03,4.082940995299e-07,-4.756551285267e-03
