# w_lin=0.03313573432827539 w_nl=0.03238456817786416 h=0.1 q=0.005000000000000001
tag,x,y,u,v,w,thx,thy,wx,wy,ex,ey,gxy,Nxx,Nyy,Nxy,Nnn
nl,1.0,0.9718245836551112,-2.7511579738469827e-05,1.658421545875446e-20,-1.9108403177361202e-19,-0.005456858755454985,6.056129226974796e-18,-0.009182437728493134,-4.085042733175579e-05,1.2893697200493332e-05,2.1876365955968452e-05,0.0019401602796861308,1.7352095748912826e-05,2.8833702428843566e-05,9.700801398430654e-05,1.7352095748912826e-05
nl,0.9718245836551572,1.0,1.6655353281896514e-20,-2.740742950108669e-05,-1.9111401018646697e-19,4.13882432078639e-18,-0.007988489666346268,7.345317186138998e-18,-0.009224646794815897,2.2301472557184056e-21,3.477877330210639e-05,0.0019394992437180905,8.716484536868814e-07,4.532571959171773e-05,9.697496218590454e-05,4.532571959171773e-05
nl,0.8750000000000052,1.0,9.34143795464584e-20,-0.0002114707545667931,-1.3292809008579979e-18,4.002657122538321e-18,-0.03449830877194153,-5.785390885841358e-17,-0.039839906982950035,1.7858849780176223e-19,3.288049589088952e-05,0.003299123745822673,8.240725787192708e-07,4.285177409339008e-05,0.00016495618729113362,4.285177409339008e-05
nl,0.7781754163450552,1.0,7.565504724040347e-21,-0.0005253129200912716,-1.1114268484063224e-18,2.4984656173897636e-18,-0.057710559298887035,4.714220178467775e-18,-0.06619258155769976,2.5331127597554158e-20,2.773284315097882e-05,0.004003356110757663,6.950587255884776e-07,3.614305373059925e-05,0.00020016780553788315,3.614305373059925e-05
nl,0.7218245836556477,1.0,7.18076045990015e-21,-0.000730264487488945,-1.6514978148519428e-18,2.6058252012019554e-18,-0.0688577040087084,4.57319342139077e-18,-0.07889489120068924,3.018859521360365e-20,2.2448812878322582e-05,0.0038837963173597957,5.626268891810593e-07,2.9256598237413166e-05,0.00019418981586798978,2.9256598237413166e-05
nl,0.625000000001009,1.0,8.2157771987308e-20,-0.0010371482815902699,5.873019778047046e-17,-2.3202536492844084e-16,-0.08279903660994395,-2.882372275822745e-14,-0.09519436784027115,-4.0258480426240514e-16,1.1955460476449807e-05,0.0027658840790280893,2.9963560038885914e-07,1.558105124749362e-05,0.00013829420395140447,1.558105124749362e-05
nl,0.5281754163466034,1.0,6.340092355483832e-22,-0.0011968822859978541,-1.7161381323483683e-18,2.912259382561931e-19,-0.08918826800040791,5.880146650994971e-19,-0.10199010146395396,2.1609842967801607e-20,3.3750823350698083e-06,0.0006789397959922755,8.458852970102637e-08,4.398603544451929e-06,3.3946989799613775e-05,4.398603544451929e-06
nl,0.4718245836571301,1.0,-7.7395151515325785e-22,-0.001196882286000217,-2.139515622664948e-18,-3.441589682833267e-19,-0.08918826800049938,-6.9697452082000485e-19,-0.10199366834543748,2.5838709949238126e-20,3.2833452682376335e-07,-0.0006572213857326439,8.228935509400674e-09,4.279046464870628e-07,-3.28610692866322e-05,4.279046464870628e-07
nl,0.37500000000155,1.0,-5.760025894922282e-18,-0.0010371482815968844,1.1924743954215793e-16,1.0401380564054243e-16,-0.0827990366102178,-4.50346949267329e-14,-0.09521177891813674,-5.028773848897974e-16,-6.55733358924603e-07,-0.0027604315953723203,-1.643442067855415e-08,-8.545898412178005e-07,-0.000138021579768616,-8.545898412178005e-07
nl,0.27817541634596993,1.0,-5.671721756007613e-21,-0.0007302644874947156,-1.3297422627978762e-18,-2.0802465731585208e-18,-0.06885770400899824,-3.8428054333140406e-18,-0.07893234958226082,2.5970711754982115e-20,4.853778055602584e-06,-0.0039138760052887245,1.216485728221508e-07,6.325725786749951e-06,-0.00019569380026443625,6.325725786749951e-06
nl,0.2218245836561087,1.0,-9.353606188351215e-21,-0.0005253129200954462,-1.3938925416532611e-18,-3.1001556703216823e-18,-0.05771055929913702,-5.604839970324711e-18,-0.06624364654742482,3.084300122744237e-20,1.0054967632516814e-05,-0.004058362294892722,2.5200420131624804e-07,1.3104218468442672e-05,-0.00020291811474463609,1.3104218468442672e-05
nl,0.1250000000005203,1.0,1.0049804462460586e-17,-0.0002114707545682405,3.8932176568024764e-17,1.6814216370086285e-16,-0.03449830877207928,-6.773954229512921e-15,-0.03991383032998564,-2.0849926355699933e-16,2.1055735516632308e-05,-0.0034013514677993903,5.277126693180511e-07,2.7441058818663197e-05,-0.00017006757338996955,2.7441058818663197e-05
nl,0.028175416344931863,1.0,-1.2968266355939222e-20,-2.7407429501189477e-05,-1.5460814907704217e-19,-3.1682007516824834e-18,-0.007988489666371399,-6.187752093293625e-18,-0.009262214125816707,1.915507279529017e-21,3.485218340598581e-05,-0.0020090468837292413,8.734883059144323e-07,4.542139190755029e-05,-0.00010045234418646207,4.542139190755029e-05
nl,0.0,0.9718245836551572,2.751157973841654e-05,-1.971761234596139e-21,2.854036454942034e-20,0.005456858755446093,-6.907289401365802e-19,0.009187040029687848,-4.545272854155731e-05,2.9473197632994193e-06,2.8896652468809053e-05,-0.0019372341887612565,4.565345367428039e-06,3.77336653669515e-05,-9.686170943806283e-05,4.565345367428039e-06
nl,0.0,0.8750000000000052,0.0002120304568071801,3.16196057262065e-21,-1.2120878180485409e-19,0.023573042053158067,1.1056824427172264e-18,0.03980833417766768,8.102663626647837e-06,5.140995762681786e-06,1.374327893524961e-05,-0.003287002636173532,7.044487684077754e-06,1.80398872279612e-05,-0.00016435013180867661,7.044487684077754e-06
nl,0.0,0.7781754163450552,0.0005260039909611503,-9.788941581370861e-22,1.5153724143221311e-19,0.03943297158722016,-4.787635021233922e-19,0.06605930055947445,3.66801244673148e-05,3.50372326125481e-06,9.038945222099236e-06,-0.003983757702943767,4.792795859833313e-06,1.186789159925823e-05,-0.00019918788514718835,4.792795859833313e-06
nl,0.0,0.7218245836556477,0.0007306523520860133,-6.457932211538298e-22,1.6148852754504016e-19,0.047045453581206834,-3.5238929530352557e-19,0.07869336745781524,4.970553156950372e-05,2.5095970545602905e-06,5.771391207214937e-06,-0.00386076248722133,3.4152991991065147e-06,7.5845097701685626e-06,-0.0001930381243610665,3.4152991991065147e-06
nl,0.0,0.625000000001009,0.0010365383017100572,6.112547541088506e-22,-2.9137036926423465e-19,0.056562398505461416,4.1510430984726066e-19,0.09488332963125773,6.485578857304633e-05,1.0014534824169605e-06,6.535320346826275e-08,-0.0027431062170946165,1.3067903330614068e-06,1.102711795177594e-07,-0.00013715531085473084,1.3067903330614068e-06
nl,0.0,0.5281754163466034,0.0011955014677450377,-8.067445108244984e-23,2.2905777249108685e-19,0.06091860641098662,-5.479502026745162e-20,0.10162208243364758,7.255309857982282e-05,2.8587485380463755e-07,-3.911761497002705e-06,-0.0006684050902380105,2.7452959651224156e-07,-5.090870250384412e-06,-3.342025451190052e-05,2.7452959651224156e-07
nl,0.0,0.4718245836571301,0.0011955014677473873,9.622384461458136e-23,2.043575216453587e-19,0.06091860641104902,6.71072798992688e-20,0.10162208243376197,7.599965122658003e-05,2.858748537913407e-07,-4.898206858852021e-06,0.0006588400565661474,2.498066550951812e-07,-6.376463203170723e-06,3.294200282830737e-05,2.498066550951812e-07
nl,0.0,0.37500000000155,0.0010365383017166615,-1.939726711756278e-22,-2.323713432047542e-19,0.05656239850564778,-1.6201537905543782e-19,0.0948833296315486,8.172309981697084e-05,1.0014534823795789e-06,-3.698240978375063e-06,0.002750359086463586,1.2124646642948153e-06,-4.794663593812424e-06,0.0001375179543231793,1.2124646642948153e-06
nl,0.0,0.27817541634596993,0.0007306523520917714,7.532532716280317e-22,1.7728165881974294e-19,0.04704545358140472,4.0460741422671293e-19,0.07869336745814076,8.624137496666856e-05,2.509597054532768e-06,2.2877091679590887e-06,0.003904332796787996,3.3279888722722593e-06,3.0443727766520497e-06,0.00019521663983939984,3.3279888722722593e-06
nl,0.0,0.2218245836561087,0.0005260039909653219,1.1482452446681623e-21,1.5572018719206468e-19,0.03943297158739091,5.416493308383617e-19,0.06605930055976207,8.66958710402896e-05,3.503723261235319e-06,7.551420830955976e-06,0.004052160910517763,4.755514546746683e-06,9.929263320074132e-06,0.00020260804552588814,4.755514546746683e-06
nl,0.0,0.1250000000005203,0.0002120304568086234,-1.9206685906413807e-21,-1.6180756900468837e-19,0.023573042053251968,-7.901935473840971e-19,0.0398083341778172,8.102422879288771e-05,5.1409957626743315e-06,1.9300274663823947e-05,0.0033994715417032455,7.183760759972161e-06,2.5282087174975673e-05,0.00016997357708516228,7.183760759972161e-06
nl,0.0,0.028175416344931863,2.7511579738519707e-05,1.8379923239380913e-21,1.7298608117683377e-20,0.005456858755463265,6.3786388812644575e-19,0.00922789045704861,3.265577320246243e-05,2.4825408136085926e-05,1.2943343615828517e-05,0.002006881929836682,3.2678309942162824e-05,1.749070867566854e-05,0.00010034409649183411,3.2678309942162824e-05
nl,0.5,0.5,8.577294792338377e-19,5.609854551859748e-19,0.03238456817786416,-9.783978904255357e-17,-5.765679181277041e-17,-1.3847625246037499e-05,-4.2715812911271575e-05,0.00030047247664301963,0.000324972685980856,-2.3427184994070506e-05,0.00039973788148917045,0.00043105393853753115,-1.1713592497035013e-06,0.0
nl,0.5,0.16666666666666666,2.8968614338005303e-19,0.0004222595260308466,0.016273175572852048,-4.09939759840814e-17,0.07730893933005675,-2.0853307788783923e-05,0.08820008162617003,8.456848858582441e-06,0.00014867213632545546,-1.0952630743680331e-05,1.4747575863953778e-05,0.00019397012375394097,-5.476315371840058e-07,0.0
nl,0.8333333333333333,0.16666666666666666,-0.0001313944315256356,0.00013065069347184015,0.00818802754437806,-0.02659540809947197,0.0387753783575924,-0.044240272850960397,0.0441378438214953,-1.9153368396529785e-05,-1.2387740774359454e-05,-0.004105622879745138,-2.5272253067516325e-05,-1.6624458362487297e-05,-0.00020528114398725688,-0.0
nl,0.16666666666666666,0.5,0.00042417786265084656,1.3423664924442356e-19,0.01623877313673346,0.052922335179479967,-4.194672503888832e-17,0.08805863846784416,6.761556971438707e-05,0.00015465534325496218,-4.7896045211410753e-08,-9.968762668291138e-06,0.00020155463541886802,3.813652854735581e-06,-4.984381334145568e-07,0.0
nl,0.16666666666666666,0.16666666666666666,0.00013139443152563614,0.00013065069347184007,0.008188027544378054,0.026595408099471897,0.038775378357592365,0.0442790210466308,0.044149277524127256,-1.7908555327454884e-05,-1.8992272681379298e-05,0.004111664917244915,-2.3815467411253794e-05,-2.520067004408963e-05,0.00020558324586224578,0.0
nl,0.8333333333333333,0.5,-0.0004241778626508455,2.202337683983418e-19,0.01623877313673347,-0.052922335179480126,-4.159846919849005e-17,-0.0881049925489836,-7.592869512022453e-05,0.0001490890220371758,-2.159658727597796e-06,-1.172089116406369e-06,0.00019424735556906157,9.219741404027863e-07,-5.86044558203185e-08,0.0
nl,0.16666666666666666,0.8333333333333333,0.00013139443152563622,-0.00013065069347183977,0.00818802754437806,0.02659540809947193,-0.03877537835759243,0.044223696401173344,-0.04417735692560257,-1.8682848270647828e-05,-1.3421645939373733e-05,-0.004105017506794078,-2.4684956291053983e-05,-1.7960111205967518e-05,-0.0002052508753397039,-0.0
nl,0.5,0.8333333333333333,3.31746421125577e-19,-0.00042225952603084586,0.016273175572852065,-3.07122691637697e-17,-0.07730893933005688,-2.085330778878282e-05,-0.08821597577498978,8.456848858582717e-06,0.0001454626579874801,-6.589964205858041e-06,1.4667137810370793e-05,0.0001897873449676072,-3.294982102928915e-07,0.0
nl,0.8333333333333333,0.8333333333333333,-0.00013139443152563568,-0.00013065069347183988,0.00818802754437807,-0.026595408099471994,-0.03877537835759246,-0.0442449214875134,-0.044166394397836435,-1.603087066635608e-05,-1.945620383320197e-05,0.004115462481665041,-2.137998692941632e-05,-2.5758232330648033e-05,0.00020577312408325205,0.0
