t,p_dibem_0_9_0_0_,p_exact_0_9_0_0_,error_0_9_0_0_,p_dibem_0_0_0_9_,p_exact_0_0_0_9_,error_0_0_0_9_,p_dibem_0_65_0_65_,p_exact_0_65_0_65_,error_0_65_0_65_
0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
2.000000000000e-02,1.583974194442e-06,1.519617868895e-14,1.583974179246e-06,1.590115239625e-06,-2.467402530498e-14,1.590115264299e-06,1.849652705468e-07,3.396209944455e-14,1.849652365847e-07
4.000000000000e-02,1.151791824659e-05,3.698496897987e-13,1.151791787674e-05,1.158723601258e-05,-6.438616151675e-13,1.158723665644e-05,1.350314980271e-06,7.736486298970e-13,1.350314206622e-06
6.000000000000e-02,4.802424297228e-05,2.994081312128e-12,4.802423997820e-05,4.843949164290e-05,-5.596331531414e-12,4.843949723923e-05,5.657302050338e-06,5.527984151723e-12,5.657296522354e-06
8.000000000000e-02,1.542813071549e-04,1.542991160910e-11,1.542812917250e-04,1.560643357265e-04,-3.052738473745e-11,1.560643662539e-04,1.827022982681e-05,2.368362279989e-11,1.827020614319e-05
1.000000000000e-01,4.178971417564e-04,6.141584416902e-11,4.178970803405e-04,4.240792226422e-04,-1.264154831185e-10,4.240793490577e-04,4.977392470616e-05,7.382811085963e-11,4.977385087805e-05
1.200000000000e-01,9.828646734309e-04,2.048099150102e-10,9.828644686210e-04,1.001193954647e-03,-4.317743961356e-10,1.001194386421e-03,1.178591857198e-04,1.785931240481e-10,1.178590071267e-04
1.400000000000e-01,2.027301352310e-03,5.952746715945e-10,2.027300757035e-03,2.075172374032e-03,-1.268506210595e-09,2.075173642538e-03,2.451943744890e-04,3.259043818639e-10,2.451940485847e-04
1.600000000000e-01,3.677981549117e-03,1.538973538940e-09,3.677980010143e-03,3.789949331978e-03,-3.277132771531e-09,3.789952609111e-03,4.500152447563e-04,3.404351562502e-10,4.500149043212e-04
1.800000000000e-01,5.866876638942e-03,3.579347522536e-09,5.866873059595e-03,6.103853087980e-03,-7.528364235186e-09,6.103860616344e-03,7.297450372769e-04,-4.109592365187e-10,7.297454482362e-04
